x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
0.4542,-0.0419,2.3172,-0.1424,0.6863,-0.1929,-0.6857,2.876,0.2271,-1.7403,0.5298,-0.6246,-1.2486,-2.918,-2.7498
0.1828,0.2889,2.9962,-0.3071,0.9432,-0.1051,-0.3304,2.8932,-0.5048,-1.3851,1.0266,0.112,-1.8715,-3.4274,-1.8463
0.3146,0.487,3.185,-0.4887,1.4326,-0.2092,0.1611,2.9026,-1.5259,-0.8344,1.4737,0.6678,-1.4523,-3.5466,-0.7535
0.4393,0.5968,3.1648,-0.526,1.4111,-0.2089,0.2626,3.1257,-1.3133,-0.1678,1.3449,1.0965,-1.1182,-3.2403,-0.1764
0.4451,0.6122,3.21,-0.2106,1.4619,-0.193,0.2792,2.9573,-1.5306,0.3943,1.3577,1.2375,-1.0055,-2.8321,0.7142
0.345,0.94,2.8824,-0.3201,1.759,-0.0163,0.534,2.5858,-1.9322,0.8702,0.7141,1.6408,-0.947,-2.7702,1.1098
0.438,0.6097,2.8298,-0.3569,1.4757,0.3785,0.6003,2.1866,-2.2264,1.1432,1.342,1.3894,-0.7519,-2.6926,1.9288
-0.0319,0.5073,2.1828,-0.3779,1.2774,0.5059,0.8076,1.6783,-2.2969,1.4343,1.0329,1.4788,-0.8701,-2.0567,2.1225
-0.2171,0.2911,1.5473,-0.376,0.9159,0.1092,0.6947,1.4062,-1.8142,1.2156,0.4534,1.6372,-0.3696,-0.7203,1.8776
0.0004,0.2724,0.9762,-0.0481,0.6315,0.2342,0.6633,0.747,-1.624,1.0602,0.7805,1.6167,-0.1199,-0.3577,1.9792
0.5226,0.1488,0.3385,-0.1873,0.5343,0.2077,0.4812,-0.1393,-1.1672,1.0565,0.1155,1.3552,0.402,0.293,1.6598
0.2765,0.0642,-0.299,-0.1682,0.3941,0.4813,0.4856,-0.8657,-0.7583,1.1373,-0.9233,1.2345,0.5273,0.0499,1.224
-0.3861,-0.4115,-1.24,0.0251,0.1368,0.3104,0.5996,-0.2536,-0.1213,1.0334,-1.393,0.3872,0.6426,0.3077,1.0845
0.0086,-0.8692,-0.8435,0.3024,-0.0871,0.2897,0.4778,-0.5256,0.5683,0.4527,-1.6349,-0.3575,0.6846,0.2138,0.8208
-0.0113,-1.0461,-0.6353,0.4415,-0.1799,0.3784,0.1773,-0.0175,1.1209,0.4294,-1.309,-0.8078,0.5523,0.0207,0.2301
-0.2661,-1.0447,-0.2956,0.1233,-0.3819,1.2498,-0.0525,-0.208,0.9389,0.1423,-0.6998,-1.1578,0.4999,-0.6252,-0.5051
-0.1858,-0.8397,-0.0311,0.1382,-0.1622,0.8723,-0.1373,-0.1454,0.3985,-0.4598,-0.5907,-0.8104,0.386,-0.4216,-0.5344
-0.2511,-1.0526,-0.3756,0.3692,0.042,1.1514,-0.3798,-0.3795,0.1516,-0.2917,-0.8576,-0.6404,0.3431,-0.679,-0.8337
-0.0161,-1.6696,-0.5296,0.3918,0.0437,0.7257,-0.2455,-0.1655,0.9456,-0.2274,-0.4897,-0.6039,0.1586,-0.1673,-1.119
-0.0419,-1.0408,0.1839,0.3718,0.3203,0.4164,-0.2106,-0.1763,0.8031,0.1713,-0.4572,-0.2814,0.4381,-0.7408,-0.688
-0.1901,-0.8994,0.3695,0.0531,0.5455,0.5896,0.0044,-0.195,0.173,0.6062,-0.2935,-0.1971,0.0373,-0.7872,-0.6044
0.2476,-0.8708,0.2034,0.0905,0.2495,0.3438,0.1292,0.1119,-0.0325,0.7002,-0.1392,-0.209,0.1555,-0.705,-0.1094
-0.3151,-0.5925,0.0071,0.0017,0.3296,0.2439,0.0766,0.3207,-0.2069,0.6386,-0.2804,0.1978,-0.0312,-0.1683,-0.411
0.0644,-0.6789,0.2942,-0.1248,-0.0222,-0.0909,0.0968,0.3812,-0.3316,0.0587,-0.7773,0.0196,0.0462,0.2751,-2.0041
0.318,-0.9101,0.5757,-0.0382,0.11,0.1012,-0.0716,-0.0321,-0.3469,-0.3452,-0.6736,-0.2576,0.0586,0.5113,-1.5606
0.0814,-0.6127,0.2244,-0.119,0.2478,0.2272,-0.0194,-0.3541,-0.4872,0.2157,0.052,-0.5317,0.1581,0.1228,-0.6935
0.3305,-0.5183,0.0902,-0.0269,0.2429,-0.0902,0.0134,-0.4401,-0.3456,0.4003,-0.5076,0.189,0.3932,0.2732,-0.2057
0.1869,-0.5001,0.1844,-0.1927,-0.001,-0.1292,-0.0253,-1.0335,-0.8522,0.4263,-0.8849,0.2579,0.5015,0.3796,-0.0849
-0.0114,-0.6863,-0.4965,0.242,0.0606,-0.1727,-0.1981,-0.6989,-0.195,0.1345,-0.6985,0.2876,0.3314,1.0579,0.1509
0.0305,-0.8757,-0.7011,0.1116,-0.3162,0.0298,-0.0843,-0.9282,-0.1418,0.0033,-0.7227,0.2441,0.7498,0.7557,0.0583
0.1065,-1.0604,-0.5162,-0.176,-0.2643,0.1881,-0.3485,-1.2554,-0.1954,0.2308,-1.1237,0.036,0.6306,1.1263,0.0316
