x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
-0.1893,0.5398,2.2912,-0.2599,0.9136,-0.2519,0.2408,4.0141,0.2268,-1.1033,0.9853,-0.4504,-2.2212,-3.3096,-1.2635
-0.3112,1.0762,2.8564,-0.4342,0.9232,-0.0408,-0.1455,4.9652,0.3407,-0.6344,1.1463,0.2873,-1.7956,-3.7367,-0.379
-0.2904,1.257,3.5505,-0.6148,1.0937,0.1442,-0.0774,4.9725,-0.3152,-0.7536,1.3543,0.6398,-2.0656,-4.3365,-0.1564
-0.3132,1.3201,4.4478,-0.7699,1.2339,0.3092,-0.1314,4.7712,-0.9135,-0.7689,1.725,0.8439,-1.661,-4.6576,0.1777
-0.3059,1.4914,4.5824,-0.6249,1.6864,0.1504,0.0368,4.472,-2.2493,-0.594,2.2935,1.2586,-1.9781,-4.836,0.5915
-0.083,1.7236,3.9331,-0.73,1.6766,0.013,0.2808,4.3618,-2.2963,0.6004,2.5993,2.1142,-1.7301,-4.3779,1.4172
-0.086,2.0763,3.8193,-1.0041,1.4855,0.2286,0.4505,3.7757,-2.216,1.0487,2.4876,2.5018,-1.3485,-4.0982,2.7103
-0.1742,2.1863,3.8151,-0.7696,1.2536,-0.0153,0.3443,2.7649,-2.5884,2.275,2.5885,2.5674,-1.0157,-3.5471,3.4792
0.0406,2.035,3.0349,-0.7088,1.1165,-0.3817,0.5024,2.718,-2.5403,1.9872,2.1373,2.6413,-1.0301,-2.625,3.472
-0.0567,1.7659,2.319,-0.316,1.1613,0.0284,0.1571,2.15,-2.3117,1.5407,1.8284,2.3136,-0.6814,-2.2814,3.3261
-0.3352,1.4429,1.857,-0.6402,0.8689,-0.1908,0.3442,1.5017,-2.2202,1.8031,1.8965,2.0774,0.1577,-1.3517,3.364
-0.3453,1.2738,1.2886,-0.9529,0.7688,0.0471,0.3905,0.8159,-1.9615,2.0639,1.1602,1.8178,0.2718,-1.0467,3.2603
-0.2813,1.1341,0.6828,-0.7044,0.3197,0.6749,0.354,0.8982,-0.694,2.3879,0.7128,1.659,0.0742,0.1196,3.3034
-0.3718,0.8659,0.4916,-0.5723,0.0013,0.2946,0.1687,0.2485,-1.3865,1.9399,0.6465,1.2243,0.245,0.3841,2.9462
