0.000,-0.129,0.268,0.080,0.000,-0.323,0.000,0.129,0.000,-0.112,0.000,0.000,0.000,0.000,0.000
-0.129,0.000,0.000,-0.212,0.144,0.000,0.000,-0.153,-0.133,0.178,0.000,0.092,0.070,0.000,0.068
0.268,0.000,0.000,0.100,0.000,-0.125,-0.068,0.084,0.105,-0.127,0.198,-0.079,-0.081,-0.063,0.000
0.080,-0.212,0.100,0.000,-0.075,0.000,0.000,0.000,0.087,0.000,0.319,0.000,0.000,0.000,0.117
0.000,0.144,0.000,-0.075,0.000,0.000,0.000,0.000,0.000,0.191,0.000,0.000,0.000,0.000,0.000
-0.323,0.000,-0.125,0.000,0.000,0.000,0.000,-0.180,-0.089,0.000,0.000,0.000,0.067,0.000,0.000
0.000,0.000,-0.068,0.000,0.000,0.000,0.000,0.000,0.000,0.108,-0.068,0.098,-0.065,0.000,0.069
0.129,-0.153,0.084,0.000,0.000,-0.180,0.000,0.000,0.629,-0.098,0.000,-0.144,-0.252,-0.103,0.000
0.000,-0.133,0.105,0.087,0.000,-0.089,0.000,0.629,0.000,-0.124,0.000,-0.159,-0.217,0.000,0.000
-0.112,0.178,-0.127,0.000,0.191,0.000,0.108,-0.098,-0.124,0.000,-0.064,0.000,0.000,0.152,0.457
0.000,0.000,0.198,0.319,0.000,0.000,-0.068,0.000,0.000,-0.064,0.000,-0.094,0.000,-0.093,0.212
0.000,0.092,-0.079,0.000,0.000,0.000,0.098,-0.144,-0.159,0.000,-0.094,0.000,0.092,0.000,0.000
0.000,0.070,-0.081,0.000,0.000,0.067,-0.065,-0.252,-0.217,0.000,0.000,0.092,0.000,0.075,0.000
0.000,0.000,-0.063,0.000,0.000,0.000,0.000,-0.103,0.000,0.152,-0.093,0.000,0.075,0.000,0.000
0.000,0.068,0.000,0.117,0.000,0.000,0.069,0.000,0.000,0.457,0.212,0.000,0.000,0.000,0.000

0.580,0.185,0.000,0.000,0.000,0.000,0.080,0.000,0.000,0.264,0.000,0.000,0.000,0.085,0.129
0.000,0.563,0.000,-0.065,0.000,0.000,0.000,-0.117,-0.096,-0.236,0.000,0.181,0.066,-0.079,-0.094
0.000,0.251,0.692,0.000,0.300,0.000,-0.065,-0.090,-0.365,0.124,0.340,0.000,0.000,0.000,0.121
0.000,0.143,0.000,0.626,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.000,0.000,-0.158,0.093
0.000,0.105,0.000,0.000,0.682,0.000,0.118,0.000,-0.124,0.250,0.000,0.000,0.000,-0.180,0.103
0.173,0.000,0.000,0.000,0.000,0.693,0.000,-0.075,0.000,0.000,0.079,0.000,0.000,0.000,0.000
0.000,-0.077,0.000,0.000,0.000,0.000,0.669,0.000,0.000,0.104,0.000,0.000,0.157,0.000,0.210
0.000,0.000,0.508,0.000,0.000,0.000,0.000,0.538,-0.122,-0.161,0.153,-0.070,0.000,-0.347,-0.073
0.000,0.000,0.148,0.084,0.000,0.000,0.000,0.000,0.489,-0.099,0.000,-0.101,-0.078,-0.169,-0.084
-0.087,0.000,0.000,0.000,-0.306,0.000,0.000,0.000,0.000,0.632,0.000,0.000,0.000,0.000,0.118
-0.099,0.344,0.000,-0.219,0.106,0.000,0.000,-0.317,-0.227,0.093,0.589,0.305,0.076,0.000,0.000
0.000,0.071,0.000,-0.124,0.000,0.000,0.144,0.000,-0.222,0.065,0.000,0.642,0.077,0.000,0.000
0.000,0.000,-0.098,0.000,0.000,0.000,0.000,-0.249,-0.187,0.000,0.000,0.097,0.647,0.101,0.000
0.000,0.000,-0.141,0.000,0.000,-0.072,0.000,-0.305,-0.116,0.000,-0.089,0.000,0.078,0.682,0.000
-0.108,0.072,0.000,0.000,0.000,0.000,0.065,0.000,0.000,0.257,-0.064,0.000,0.000,0.000,0.727
