0.000,0.000,0.000,0.000,0.000,0.000,0.365,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.240,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,15.068,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.482,0.121,0.000,0.000,0.148,0.000,1.020,0.000,0.296,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.320,-0.020,0.000,0.000,0.000,0.000,0.291,0.000,0.000,0.000
0.000,0.000,0.000,0.000,-0.155,0.000,0.421,0.000,2.481,0.000

1.555,-0.010,0.000,0.490,0.000,0.000,-0.651,0.000,-0.081,0.000
0.000,0.444,0.002,0.000,0.119,0.000,0.000,-0.081,0.000,0.000
0.395,0.000,0.791,0.000,-36.267,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,1.057,0.000,0.000,0.000,0.000,0.000,-0.010
0.000,0.000,0.004,0.000,0.689,0.000,0.000,0.000,0.000,0.000
-0.835,-0.173,0.000,0.000,-0.292,1.170,-1.091,-0.112,-0.398,0.000
0.010,0.000,0.000,0.000,0.000,0.087,1.470,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.098,0.000,-0.001
-0.505,0.000,0.000,0.230,0.000,0.005,-0.380,0.000,1.376,0.000
0.012,0.000,0.000,19.918,0.000,0.052,-0.472,3.590,-2.884,1.115

-0.784,0.000,0.000,-0.454,0.000,0.005,0.392,0.000,0.090,0.002
-0.002,-0.331,-0.001,-0.018,0.051,0.000,0.000,0.000,0.000,0.000
0.000,0.000,-0.464,0.000,30.336,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,-0.478,0.000,0.000,0.000,0.000,0.000,0.004
-0.009,0.060,-0.003,0.000,-0.335,0.000,0.000,0.000,0.000,0.000
0.558,0.000,-0.000,0.000,0.198,-0.522,0.433,0.000,0.214,0.000
0.000,0.000,0.000,0.082,0.000,-0.090,-0.823,0.000,0.000,0.000
0.000,0.000,0.000,0.049,0.000,0.000,0.000,-0.544,0.000,0.000
0.281,0.000,0.000,0.000,0.000,0.000,0.194,0.000,-0.773,-0.002
0.000,0.000,0.000,-17.891,0.000,0.000,0.000,-3.498,1.743,-0.591

0.209,0.000,0.000,0.000,0.000,0.000,-0.117,0.000,0.000,0.000
0.000,0.153,0.000,0.000,-0.035,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.273,0.000,-37.030,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.403,0.000,0.000,0.000,0.003,0.000,-0.004
0.000,-0.085,0.001,0.000,0.100,0.000,0.000,0.000,0.000,0.000
-0.200,0.000,0.000,0.000,-0.112,0.320,-0.323,0.000,-0.100,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.332,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.362,0.000,0.000
-0.091,0.000,0.000,0.000,0.000,0.000,-0.102,0.000,0.365,0.000
0.000,0.000,0.000,0.000,-0.124,0.000,0.000,0.000,-1.152,0.422
