0.000,0.039,0.000,0.206,0.026,0.594,0.727,0.000,0.480,0.189
0.039,0.000,0.000,0.000,0.321,0.065,0.040,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.035,0.081,0.000,0.045,0.031,0.000
0.206,0.000,0.000,0.000,-0.028,0.211,0.250,0.000,0.367,0.939
0.026,0.321,0.035,-0.028,0.000,0.075,0.032,-0.029,0.000,0.000
0.594,0.065,0.081,0.211,0.075,0.000,0.716,0.026,0.473,0.206
0.727,0.040,0.000,0.250,0.032,0.716,0.000,0.000,0.529,0.233
0.000,0.000,0.045,0.000,-0.029,0.026,0.000,0.000,0.000,0.023
0.480,0.000,0.031,0.367,0.000,0.473,0.529,0.000,0.000,0.384
0.189,0.000,0.000,0.939,0.000,0.206,0.233,0.023,0.384,0.000

0.768,0.000,0.000,0.096,0.000,0.114,0.101,-0.026,0.071,0.053
0.000,0.407,0.000,0.000,0.000,-0.069,0.000,0.000,0.000,0.000
0.000,0.746,0.643,0.000,0.783,0.170,0.023,0.000,0.000,-0.028
0.030,0.000,0.000,0.812,0.000,0.041,0.031,-0.084,0.095,0.081
0.000,0.390,-0.065,0.000,0.560,-0.057,0.000,0.000,0.000,0.000
0.096,0.000,-0.037,0.104,0.000,0.772,0.175,-0.036,0.157,0.084
-0.144,0.000,0.000,0.067,0.000,0.126,0.769,-0.026,0.110,0.048
0.000,-0.052,0.000,0.082,-0.036,0.000,0.000,0.759,0.000,0.086
-0.085,0.000,0.000,0.088,0.000,0.000,0.033,-0.024,0.815,0.074
0.036,0.000,0.000,0.059,0.000,0.041,0.027,-0.077,0.000,0.799

-0.377,0.000,0.000,-0.076,0.000,-0.080,-0.040,0.000,0.000,-0.077
0.000,-0.363,-0.042,0.000,-0.074,0.000,0.000,0.000,0.000,0.000
-0.041,-0.358,-0.457,0.000,-0.393,-0.225,-0.028,0.000,0.000,0.000
0.000,0.000,0.000,-0.326,0.000,0.029,0.000,0.000,-0.076,-0.178
0.000,-0.113,0.000,0.000,-0.353,0.000,0.000,0.034,0.000,0.000
-0.045,-0.032,0.000,0.000,0.000,-0.395,0.000,0.000,0.000,-0.066
0.061,0.000,0.000,-0.028,0.000,0.000,-0.430,0.000,-0.024,-0.056
0.000,0.000,0.000,-0.026,0.000,0.000,0.000,-0.445,0.000,-0.024
-0.068,0.000,0.000,-0.044,0.000,0.000,-0.041,0.000,-0.481,-0.088
0.000,0.000,0.000,-0.333,0.000,0.000,0.000,0.000,-0.044,-0.518

0.427,0.000,0.000,0.061,0.000,0.076,0.026,0.000,0.144,0.085
0.000,0.338,-0.024,0.000,0.066,0.000,0.000,0.024,0.000,0.000
0.000,0.110,0.380,0.000,0.079,0.084,0.000,0.000,0.000,0.000
0.000,0.000,-0.027,0.279,0.000,0.053,0.037,0.000,0.065,0.309
0.000,0.155,0.000,0.000,0.071,-0.028,0.000,0.000,0.000,0.000
0.040,0.000,0.027,0.028,0.000,0.390,0.085,0.000,0.106,0.000
0.000,0.000,0.000,0.034,0.000,0.135,0.330,0.000,0.128,-0.037
0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.406,0.000,-0.027
0.178,0.000,0.000,0.023,0.000,0.137,0.158,0.000,0.424,0.026
0.000,0.000,0.000,0.377,0.000,0.000,0.000,0.000,0.000,0.393
