x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
0.6582,-0.0131,-0.2965,-1.1144,-0.5286,0.2974,0.9017,1.0433,-0.1945,-0.2946,-0.9999,0.6398,-1.5181,-2.7356,-0.5672
0.3896,0.1353,-0.1129,-0.4207,-0.8709,-0.0419,0.7625,1.0265,-0.0959,0.0728,-0.5888,0.2942,-1.0078,-2.7942,-0.8783
0.1128,0.0708,-0.036,0.2885,-1.065,0.1406,0.2438,1.021,0.2161,0.1601,-0.6367,0.0607,-1.1468,-2.6746,-1.4319
-0.0439,0.1084,-0.1019,0.2777,-0.6665,-0.186,0.4202,0.5181,0.046,0.5487,-0.0253,-0.0163,-1.3212,-2.2036,-1.2411
-0.2252,0.2727,-0.0322,0.9675,-0.7095,0.5177,0.4091,0.5689,0.3548,0.3234,0.4247,0.0354,-0.6663,-1.5925,-1.3838
-0.0862,0.054,0.0266,1.08,-0.6582,0.6365,0.3524,0.0657,1.2787,-0.3632,0.5389,-0.2914,-0.1903,-0.8884,-1.2679
-0.3552,-0.3843,0.111,0.5464,0.3954,-0.0841,0.0414,-0.2278,0.7425,-0.4271,0.4441,0.0913,0.1569,0.0115,-1.2215
-0.1911,-0.3069,-0.6065,0.4007,0.052,-0.3944,-0.2209,-0.2511,0.5399,-0.1864,-0.0457,0.4264,0.1716,0.2066,-0.7115
-0.4768,-0.4463,-0.3939,0.496,0.2391,-0.1809,0.1244,-0.3641,0.4019,0.1449,-0.263,0.2248,0.4637,0.1257,-0.4186
-0.5011,-0.2237,0.0827,0.1433,0.2611,-0.156,0.0506,-0.3259,-0.0545,0.2689,-0.083,0.482,0.6062,0.2044,-0.2778
-0.1944,-0.289,0.0089,0.195,-0.1234,0.2863,0.0028,-0.3215,-0.0641,0.597,0.1473,0.1439,0.5045,0.4897,-0.2821
0.1091,-0.2079,-0.1899,0.1612,0.0408,1.135,0.0559,-0.3778,0.0196,0.0771,0.6385,0.3404,0.8116,0.7303,-0.6757
0.3954,-0.078,-0.2338,0.1703,-0.1591,0.7617,0.0455,-0.1335,-0.0732,0.0073,0.4488,0.3373,0.4223,0.5342,-1.0432
0.3818,-0.1597,-0.2877,0.2199,-0.2004,0.1216,-0.0447,0.0376,0.0649,0.1861,0.2121,0.5747,0.2293,0.24,-1.5333
0.1932,-0.3915,-0.0828,0.2811,-0.199,0.2998,0.0364,0.1712,0.1743,0.2892,0.3795,0.445,0.0685,-0.29,-1.1499
0.1755,-0.3094,-0.2338,0.2381,-1.0942,0.2621,-0.0297,-0.0506,0.209,0.2342,0.5066,0.6912,0.1971,-0.5174,-1.6148
