x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
-0.2038,-0.0296,-0.2381,0.1494,0.1231,-0.9694,-0.0807,0.6558,-0.1129,0.5376,-0.0206,-0.3264,-0.5542,-2.6819,-0.0124
-0.4938,-0.1439,-0.5051,0.4536,-0.1066,-0.5203,-0.1089,0.4678,-0.1312,0.3854,-0.0135,-0.2777,-0.4434,-2.0399,-0.0602
-0.8958,-0.19,-0.3913,0.7576,-0.1224,-0.5479,-0.1131,0.3786,-0.1537,0.3768,-0.238,-0.2135,-0.2413,-1.7629,0.0614
-0.7892,-0.441,-0.3826,0.4489,-0.7315,-0.2189,-0.1488,0.0582,-0.0482,0.3759,-0.2047,-0.3097,0.4298,-1.0708,-0.1685
-0.4668,-0.5599,-0.2577,0.6154,-0.2861,-0.0998,-0.0819,0.0642,-0.0536,-0.197,-0.5205,-0.1678,0.5728,-0.3226,-0.4577
-0.4293,-0.3514,-0.5563,0.6824,-0.6523,-0.6192,-0.5955,0.2054,-0.2424,0.0028,-0.2319,0.1917,0.2701,-0.2238,-0.2685
-0.7458,-0.4311,-0.5672,0.7156,-0.3271,0.048,-0.7081,-0.0298,-0.4619,0.0758,-0.0641,0.2184,0.4846,-0.1946,-0.1057
-0.5759,-0.4397,-0.4071,0.8655,-0.2347,-0.0481,-0.5411,0.027,-0.5668,0.3029,-0.3495,0.5383,0.5967,-0.1404,-0.4083
-0.8017,-0.4048,-0.456,1.2056,-0.5833,0.2226,-0.3154,-0.0421,-0.2979,0.1905,-0.2737,0.4237,0.8598,0.0091,-0.7106
-0.41,-0.4462,-0.8218,1.433,-0.6917,0.1879,-0.2154,-0.3888,-0.3092,0.0195,-0.0528,0.1943,1.0074,0.2385,-0.8762
-0.174,-0.5694,-0.5971,1.3384,-0.2539,0.0483,-0.3876,-0.5099,-0.0964,-0.353,-0.1898,0.3484,0.7806,0.0747,-0.8645
-0.1337,-0.4655,-0.727,1.1072,-0.3324,-0.7323,-0.2798,-0.997,-0.1303,-0.2816,-0.3058,0.4698,0.8821,0.2875,-0.5358
