0.000,0.449,0.309,0.000,0.000,0.000,0.000
0.449,0.000,0.508,0.115,0.000,0.000,0.000
0.309,0.508,0.000,0.000,0.000,0.000,0.000
0.000,0.115,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000

0.543,0.000,-0.116,0.000,0.000,0.000,0.000
0.176,0.400,0.000,0.000,0.000,0.000,0.000
0.288,0.225,0.841,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.677,0.000,0.000,0.000
-0.126,0.000,0.000,0.000,0.438,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.503,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.707

0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.163,-0.116,-0.408,0.000,0.000,0.000,0.000
0.000,0.191,0.488,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.108,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.109,0.000

0.254,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.192,0.169,0.000,-0.114,0.000,0.000
-0.127,0.000,0.195,0.000,0.000,0.000,0.000
0.318,0.393,0.544,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.334,0.000,0.000
0.106,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
