0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000

0.624,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.284,-1.716,0.000,0.000,0.000,0.000
0.000,0.000,1.428,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.977,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.329,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.663,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.747
