0.000,0.000,0.027,0.000,0.000,0.000,0.000
10.708,0.000,1.392,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000

0.624,0.000,-0.015,0.000,0.000,0.000,0.000
-5.886,0.284,-1.716,-0.038,0.000,0.000,0.000
-0.543,0.000,1.428,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.977,0.000,0.000,0.000
0.000,0.000,-0.139,0.000,0.329,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.663,0.000
8.275,0.000,0.000,0.000,0.000,0.000,0.747
