x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
-0.3531,-0.2055,1.2823,0.2343,0.8438,-0.4806,-0.5392,2.2752,0.5532,-0.852,0.1668,-0.8481,-0.8323,-1.5563,-2.225
-0.2439,0.2878,2.2797,-0.0489,1.0049,-0.6347,-0.1366,2.2635,-0.4224,-0.4909,0.4398,-0.2259,-0.6123,-2.2969,-1.4546
-0.1968,0.7601,2.6793,-0.2022,1.1638,-0.5697,-0.3085,2.5037,-0.9921,0.0302,1.1869,0.0942,-0.8428,-2.5635,-0.4458
-0.2371,0.6936,2.6264,-0.5133,1.3545,-0.4713,0.3473,2.383,-2.0442,0.4181,1.2839,0.7403,-0.9091,-2.5355,0.1574
-0.4451,0.2146,2.1668,-0.3202,1.2493,-0.3957,0.8084,2.3882,-2.132,0.9276,1.0513,0.8653,-0.7247,-1.8261,0.6622
-0.4547,0.5245,2.3095,-0.287,0.8578,-0.343,1.4933,1.8493,-2.3084,1.1729,1.1059,0.8278,-0.457,-1.8819,1.3957
-0.4698,0.8218,1.7665,-0.3272,1.017,-0.2299,1.0495,1.0437,-2.3936,1.2842,1.1459,0.9416,0.3013,-1.1734,1.8156
-0.543,-0.0264,0.9397,-0.2828,1.0403,-0.0016,0.867,0.3124,-2.2033,1.364,0.713,1.2893,0.2994,-0.8979,2.3299
-0.4803,0.4645,0.1408,-0.3078,0.9563,-0.1185,0.6816,0.0193,-1.5934,2.0463,-0.3375,0.8327,0.298,0.0261,2.1421
-0.3623,0.967,0.0096,-0.5776,0.4941,-0.0601,0.7007,0.1413,-0.8095,2.1988,-0.5244,0.5393,0.2414,0.192,1.8601
0.1572,-0.3245,0.3088,-0.1595,0.3057,-0.3184,0.3023,0.4943,-0.3703,1.3044,-0.4905,0.388,0.4197,0.5859,1.4427
-0.191,0.4106,0.4928,-0.1629,0.2559,-0.4649,0.1434,0.605,-0.5343,1.8011,-0.0675,0.1315,0.1853,0.5915,1.6169
