x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
0.4638,0.694,2.9296,0.6301,1.848,-0.4179,0.555,3.5547,-0.2422,-0.5085,1.8673,0.3484,-1.3102,-3.5019,-0.7197
0.2609,1.0123,3.0399,0.4018,2.1313,-0.2305,0.4589,3.3394,-0.9077,0.2538,2.035,0.6558,-1.2204,-3.7695,1.0105
0.0619,1.4009,2.8037,0.0304,1.8119,-0.1623,0.5482,2.9078,-1.4463,1.0329,1.947,1.5739,-0.6767,-3.7071,1.9489
0.1717,1.75,2.7494,-0.357,1.6332,-0.1941,0.7122,2.8401,-1.8363,1.1898,1.5085,2.141,-0.8379,-2.9231,2.1674
0.8143,1.5239,2.6406,-0.2154,1.4681,-0.3558,0.7507,2.9154,-2.0752,1.0018,1.5188,2.4319,-1.0178,-3.8197,2.4564
0.9395,1.7161,2.4551,-0.5758,1.4515,-0.6228,0.6698,3.4066,-1.6255,1.304,1.325,2.0675,-0.7971,-3.3032,2.7366
0.5195,1.6523,2.7551,-0.993,1.1599,-0.4998,0.5184,3.2296,-1.6848,1.1294,1.2574,2.0203,-0.7111,-2.3292,2.7477
0.6515,1.3136,2.7352,-0.4187,1.0446,-0.3257,0.6593,2.5719,-1.8414,0.9103,1.3223,1.4627,-0.5803,-1.6483,2.74
0.6663,1.2275,2.5706,-0.1411,1.0094,-0.2878,0.5907,1.7546,-2.2343,1.0242,1.3503,2.0571,-0.1413,-1.3797,2.7621
0.4986,1.12,1.7317,-0.4591,1.4507,-0.1661,0.793,0.8538,-2.2569,1.3082,1.0533,2.3637,0.0387,-0.9175,2.8146
0.4007,0.7935,0.5734,-0.4751,1.0086,-0.2387,0.5836,0.3515,-1.8635,1.8883,0.4855,2.0983,0.0603,-0.2604,3.0865
0.4105,1.0763,-0.3208,-0.4571,0.5995,-0.0735,0.3725,0.1165,-1.2723,1.5622,0.0948,2.0626,0.2285,0.5531,2.7409
0.5024,0.286,-0.4317,0.7326,-0.0806,-0.0067,0.3394,-0.412,-0.4756,0.9568,0.2716,1.3858,0.5513,0.7706,2.0709
0.9112,0.4102,-0.8098,0.6664,0.2456,-0.3115,0.2757,-0.681,-0.3889,0.728,0.0748,1.3472,1.1245,1.0049,1.8661
0.8261,0.4867,-1.0826,0.2271,-0.2837,-0.3763,0.426,-0.9226,-0.1419,0.6818,-0.3082,1.623,1.3146,1.2009,1.5282
