0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,-0.152,0.000,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,1.314,0.000,0.000,0.000,0.000,0.000,0.000,0.175,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
19.537,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-26.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.253,1.212,0.000

1.326,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.595,0.000,0.279,0.000,0.000,-0.287,0.000,0.000,0.000,-0.086,0.000,0.000
0.000,0.000,1.188,0.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,-1.435,0.000,0.870,0.000,0.000,0.522,0.000,-0.136,0.000,0.000,0.000,0.000
0.000,-747.359,0.000,0.000,0.769,0.000,291.196,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,1.532,0.000,0.000,0.000,0.000,0.000,0.001,0.000
-37.742,0.000,0.000,0.000,0.000,0.000,0.656,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,-0.000,0.000,0.000,1.160,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,-1.629,0.000,1.092,0.000,0.000,0.000,0.000
0.000,0.000,502.545,0.000,0.000,0.000,-222.893,0.000,0.000,0.857,0.000,0.000,0.000
0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.841,0.000,0.000
27.483,0.000,0.000,0.000,0.000,-23.500,0.000,0.000,0.000,0.000,0.000,0.872,0.000
0.000,0.000,0.000,0.279,0.000,0.000,0.000,0.000,0.000,0.000,-1.261,-0.991,0.804

-0.639,-0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,-0.231,0.000,-0.264,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,-0.523,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,1.097,0.000,-0.398,0.000,0.000,-0.288,0.000,0.000,0.000,0.000,0.000,0.000
0.000,524.640,0.000,0.000,-0.548,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,-0.952,0.000,0.000,0.000,0.000,0.000,-0.001,0.000
0.000,0.000,0.000,0.000,-0.000,0.000,-0.570,0.000,0.000,-0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.781,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,-0.221,0.001,0.000,1.343,0.000,-0.660,0.000,0.000,0.000,0.000
0.000,0.000,-569.430,0.000,0.000,-743.426,0.000,0.000,0.000,-0.588,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.443,0.000,0.000
0.000,0.000,0.000,0.000,0.000,21.965,0.000,0.000,0.000,0.000,0.000,-0.419,0.000
-79.064,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.488,-0.409

0.291,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,-0.323,0.373,0.211,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.222,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.108,0.000,0.000,0.175,0.000,0.000,0.000,0.000,0.000,0.000
0.000,-429.515,0.000,0.000,0.217,0.000,192.349,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.394,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.216,0.000,0.000,0.000,0.000
0.000,-0.063,0.000,0.000,0.000,0.000,0.061,0.562,-0.038,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,-230.129,0.000,102.001,0.288,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.139,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.158,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
