0.000,0.136,-0.071,0.055,0.000,0.074,0.158,0.000,-0.064,-0.071,0.000,-0.112,-0.161
0.136,0.000,-0.228,0.502,0.388,0.125,0.124,0.091,0.235,0.141,0.000,0.000,0.000
-0.071,-0.228,0.000,0.082,0.000,0.000,-0.057,0.090,0.132,0.000,0.000,0.000,0.077
0.055,0.502,0.082,0.000,0.466,0.000,0.200,0.000,0.302,0.134,0.000,0.000,0.069
0.000,0.388,0.000,0.466,0.000,0.070,0.109,0.088,0.296,0.187,0.000,0.000,0.061
0.074,0.125,0.000,0.000,0.070,0.000,0.114,0.000,0.101,0.197,0.000,0.000,0.000
0.158,0.124,-0.057,0.200,0.109,0.114,0.000,-0.137,0.640,0.476,0.000,0.090,0.083
0.000,0.091,0.090,0.000,0.088,0.000,-0.137,0.000,0.127,-0.150,0.000,0.076,0.166
-0.064,0.235,0.132,0.302,0.296,0.101,0.640,0.127,0.000,0.512,0.000,0.087,0.212
-0.071,0.141,0.000,0.134,0.187,0.197,0.476,-0.150,0.512,0.000,0.000,0.000,0.072
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.088,0.185
-0.112,0.000,0.000,0.000,0.000,0.000,0.090,0.076,0.087,0.000,0.088,0.000,0.711
-0.161,0.000,0.077,0.069,0.061,0.000,0.083,0.166,0.212,0.072,0.185,0.711,0.000

0.814,-0.104,0.000,0.000,0.000,-0.133,0.000,0.000,0.082,0.000,0.000,0.000,0.067
0.254,0.577,-0.311,-0.124,0.000,0.000,0.143,-0.067,0.000,0.000,0.000,0.000,-0.085
-0.074,-0.081,0.844,-0.086,0.000,0.061,0.000,0.000,0.000,0.060,0.000,0.000,0.061
0.000,0.532,0.000,0.788,0.186,0.000,0.000,0.061,0.090,0.000,0.000,0.000,0.127
0.060,0.231,-0.242,0.114,0.680,0.055,0.097,-0.096,0.000,0.000,0.000,0.000,0.000
0.166,0.083,0.000,0.059,0.000,0.859,0.000,0.000,0.000,0.000,0.000,-0.157,-0.138
0.000,-0.173,-0.098,0.068,0.000,-0.075,0.466,0.000,-0.061,-0.167,0.000,0.000,0.067
0.000,0.262,0.116,0.000,0.058,0.062,0.000,0.836,0.064,0.000,0.000,0.091,0.069
-0.058,0.174,0.136,0.220,0.062,0.090,0.746,0.078,0.826,0.189,0.000,0.115,0.067
0.000,0.000,-0.085,0.062,0.000,0.000,0.427,-0.069,0.227,0.651,0.000,0.000,0.000
0.000,-0.058,0.000,-0.060,0.000,0.000,0.000,0.000,0.000,0.000,0.641,0.000,0.000
0.000,0.000,-0.061,0.000,0.000,0.115,0.078,0.000,0.000,0.067,0.000,0.664,0.000
0.000,0.063,0.070,0.000,0.000,0.093,0.100,0.000,0.089,0.067,0.000,0.000,0.650

-0.495,0.068,0.000,0.000,0.000,0.057,0.000,0.058,0.000,0.116,0.000,0.074,0.000
-0.118,-0.373,-0.167,0.133,0.000,0.000,0.089,0.093,0.068,0.069,0.000,0.000,0.000
0.066,-0.103,-0.581,-0.117,0.000,0.000,-0.069,0.000,0.000,0.000,0.000,0.000,0.062
0.000,-0.491,0.000,-0.558,-0.065,0.060,0.000,0.080,0.000,0.000,0.000,0.000,-0.067
0.000,-0.202,0.000,-0.058,-0.521,0.000,-0.085,0.000,-0.054,0.000,0.000,0.000,0.000
-0.126,0.000,-0.060,0.000,0.000,-0.598,-0.124,0.055,0.000,-0.082,0.000,-0.091,-0.093
0.000,-0.094,0.000,0.000,0.065,0.000,-0.209,0.178,0.060,-0.087,0.000,0.000,0.000
0.132,0.100,0.000,0.000,-0.087,0.000,0.088,-0.635,0.000,0.000,0.000,-0.065,0.000
0.071,0.000,-0.075,-0.179,0.000,0.000,-0.262,0.000,-0.582,0.000,-0.064,-0.102,0.078
0.000,-0.208,0.000,-0.073,0.000,0.000,-0.316,0.000,-0.155,-0.488,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.320,0.000,-0.074
0.000,0.000,0.000,0.000,0.000,-0.083,0.000,0.000,0.000,0.000,0.000,-0.324,0.000
0.000,0.000,0.000,0.000,0.000,-0.058,0.000,-0.107,0.000,0.000,0.000,-0.060,-0.313

0.424,-0.064,0.113,0.000,0.000,0.000,0.000,0.066,0.126,0.000,-0.059,0.000,0.000
0.000,0.290,0.000,0.208,0.000,0.000,0.118,0.102,0.122,0.060,0.000,0.000,0.000
-0.072,0.000,0.549,0.000,0.000,0.000,0.000,-0.066,0.000,0.000,0.000,0.000,0.000
0.000,0.472,0.000,0.487,0.199,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.091
0.000,0.246,0.000,0.196,0.457,0.000,0.000,0.137,0.105,0.121,0.000,0.000,0.000
0.000,0.125,-0.101,0.000,0.000,0.484,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.282,0.000,0.056,0.061,0.077,-0.081,0.218,0.098,0.000,0.000,0.060,0.184
0.000,-0.065,0.000,-0.081,0.000,-0.076,-0.075,0.565,0.000,0.000,0.000,0.000,0.000
-0.100,0.208,-0.140,-0.076,0.000,0.000,0.194,-0.093,0.465,0.133,0.000,0.000,0.000
0.057,0.147,-0.068,0.000,0.090,0.088,0.186,0.000,0.086,0.393,0.000,0.000,-0.059
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.096,0.000,0.000
-0.057,0.000,0.000,0.000,0.000,-0.137,0.058,0.000,0.000,0.000,-0.059,0.083,0.061
-0.128,0.000,0.000,0.000,0.000,-0.162,0.000,0.000,0.000,0.000,0.000,0.104,0.096
