x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
-0.0598,0.5412,1.8568,-0.2222,0.6269,-0.2692,-0.1785,2.8054,-0.3777,-1.1523,1.5361,0.5834,-1.2393,-2.8184,-1.2413
-0.1388,0.8642,2.1603,0.0728,1.2545,-0.2676,-0.1222,2.7376,-0.8905,-0.6114,1.6511,0.9877,-1.1101,-2.5074,-0.9003
-0.2237,0.9175,2.2973,0.1105,2.1242,-0.1905,0.1218,2.6056,-1.3256,0.5289,2.0243,0.6537,-1.2173,-2.6666,0.3324
-0.3879,1.0032,2.0477,0.0639,1.2284,-0.1254,0.5228,2.5289,-1.4865,1.4085,2.0106,1.0261,-1.1878,-2.9607,1.0856
-0.4176,1.3083,1.5348,-1.4625,1.2246,-0.1042,0.5067,2.553,-1.3293,1.1311,1.1846,1.2116,-0.8392,-2.1861,1.3475
-0.4421,0.4892,1.18,-0.6149,1.5353,0.0689,0.5856,2.3668,-1.3035,0.3841,0.8785,1.1904,-0.5523,-2.0283,0.9644
-0.3411,0.4628,1.3238,-0.4922,1.1409,-0.0002,0.6512,2.3401,-0.8431,0.7359,0.947,1.0782,-0.3381,-1.9452,1.2524
-0.0816,0.5494,2.0035,-0.5158,0.6986,-0.0893,0.5258,2.2285,-0.7575,0.4327,0.9148,0.8739,-0.1621,-1.5393,1.2104
-0.2829,0.681,2.0456,-0.1196,0.8882,-0.134,0.6146,1.9649,-1.2837,0.5993,1.3764,0.7506,-0.2606,-1.658,1.3248
-0.4094,0.5468,1.492,-0.403,1.1282,-0.0055,0.4628,1.4021,-1.4571,0.9981,1.2889,1.1049,-0.0712,-1.4351,1.7867
-0.3244,0.4379,0.8383,-0.4394,0.7115,-0.037,0.3074,1.0529,-1.4459,0.799,1.0609,1.2078,0.0932,-0.9044,1.7815
-0.4478,0.5639,0.8285,-0.0676,0.4428,-0.4601,0.5136,1.0392,-0.8512,0.6189,1.2816,0.6586,0.1302,-0.2761,1.6363
-0.3385,0.3589,0.2876,-0.4218,0.6091,-0.4917,0.1945,0.5943,-0.9823,0.497,1.113,0.7005,0.3407,-0.073,1.0314
-0.3712,0.2838,0.2757,-0.4799,0.0225,-0.3773,0.0198,0.1104,-0.7193,0.0299,0.7902,0.6728,0.3825,-0.0655,0.2137
-0.1479,0.4155,0.1506,-0.1657,0.394,-0.469,-0.2581,0.4393,-0.3981,-0.3787,0.6915,0.5112,0.3855,0.3103,0.3179
