x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
0.3523,0.7652,1.5711,0.1101,0.7,-0.3972,0.2576,1.1768,-1.134,-0.161,0.8323,0.0977,-0.7921,-1.3931,0.1692
0.1828,0.8978,1.3486,-0.0315,0.4228,-0.2274,0.3531,0.7533,-1.1822,0.068,0.8287,0.5064,-0.5134,-1.4129,1.0304
0.2827,1.0904,0.7261,-0.516,0.4595,-0.4728,0.4072,0.708,-1.231,0.0569,1.3142,0.9225,-0.4393,-0.7544,1.7095
0.3983,1.0136,0.6872,-0.3736,0.3418,-0.2502,0.2578,0.0824,-1.0292,0.0153,0.7962,1.5304,-0.2192,-1.071,1.5657
0.5213,0.5931,0.7489,-0.4291,0.3383,-0.1999,0.1733,0.2313,-0.7831,0.1372,0.1467,1.405,0.0555,-0.8391,1.4842
0.4648,0.3557,0.2579,-0.1244,0.2724,-0.1544,-0.0022,0.0851,-0.6502,0.0441,-0.0257,0.8824,0.1589,-0.8438,1.5239
0.1591,-0.0215,0.0394,0.0216,0.1676,-0.196,0.068,0.2502,-0.6142,0.2781,-0.2315,0.562,0.0432,-0.7107,1.2995
0.0975,0.323,0.1847,0.1313,0.2307,0.0166,0.0467,0.1005,-0.5202,0.3908,-0.2513,0.1492,-0.0432,-0.7889,1.3108
0.2073,0.1384,-0.1527,-0.0008,0.0718,0.0334,0.2239,0.167,-0.1451,0.2234,-0.4817,-0.1228,0.019,-0.8479,1.1996
0.3771,0.3312,0.608,0.0556,-0.0793,-0.1622,0.1214,0.4312,0.3744,-0.1787,-0.1286,-0.1677,-0.0819,-0.8058,0.6446
0.1896,0.5508,1.2842,0.0328,-0.1571,-0.0483,-0.2038,0.2654,-0.1007,-0.5292,0.037,-0.2375,-0.0678,-1.0994,0.3311
0.1399,0.5801,1.1551,0.1648,0.1402,0.206,-0.2581,0.235,-0.346,-0.5865,0.1605,-0.259,-0.2727,-1.6926,-0.2619
0.2853,0.6317,0.8403,1.15,0.3554,0.246,-0.1047,0.4876,-0.5212,-0.4813,0.6746,-0.1044,-0.4632,-1.4929,0.362
0.3526,0.6783,0.768,0.7781,0.2799,0.1939,-0.2272,0.6292,-0.5406,-0.5453,0.8553,0.1786,-0.313,-1.768,0.3614
0.3102,0.8941,0.4982,0.2258,0.1601,-0.1609,-0.0114,0.6648,-0.234,-0.4252,0.8117,0.8598,-0.2413,-1.5822,1.1853
0.392,0.9728,0.5467,0.2378,0.3531,-0.1122,-0.0653,0.4443,-0.5316,-0.316,0.3937,0.9926,-0.0614,-1.2198,0.6101
0.1478,1.1386,0.4003,-0.1611,0.3047,0.3137,-0.0031,0.2368,-0.013,-0.4933,0.3724,0.556,-0.1123,-1.1075,0.6782
0.3297,0.9358,0.0589,-0.1406,0.4292,-0.1237,0.2941,0.3413,-0.123,-0.4583,-0.028,0.7284,-0.1685,-1.1607,0.5417
0.2501,1.0781,0.4535,-0.4559,0.2077,-0.1726,0.2773,0.3967,0.0915,-0.7691,-0.522,0.484,0.1517,-1.1546,-0.0692
0.2864,0.473,0.0806,-0.1581,0.3874,-0.0418,0.3594,0.6954,0.0264,-0.8245,-0.566,0.1378,0.0792,-1.3627,-0.1691
0.2924,-0.1403,0.8883,0.2054,0.5325,-0.3286,0.4045,1.083,0.3713,-0.5624,-0.4889,-0.3277,0.0343,-0.8595,0.2405
0.3326,0.0725,1.111,0.2865,0.5652,-0.3396,0.2238,1.3106,1.2508,-0.3089,0.1213,-0.9448,-0.0454,-1.486,0.2982
0.3207,0.3972,1.6271,1.379,0.6447,-0.3565,0.3373,1.2088,0.1773,-0.2665,0.7651,-0.445,-0.1454,-1.8917,0.562
0.3259,0.6984,2.1916,0.5831,0.7961,-0.0827,0.3613,1.2931,-0.367,0.0781,1.3036,0.439,-0.095,-2.126,0.8791
0.2362,1.0228,2.307,0.1418,0.8755,0.0353,0.1624,0.9814,-1.2838,0.3856,1.5083,0.5555,-0.044,-1.845,1.6906
0.3906,0.7729,1.5509,0.1874,1.0624,-0.1013,0.3347,0.7154,-1.5629,0.8482,1.5222,1.1033,0.0798,-1.0628,2.2737
0.3792,0.8478,1.1499,-0.289,0.8,0.2874,0.3057,0.006,-1.6258,1.16,0.9011,1.3955,0.1722,-0.7017,2.225
0.5043,0.7694,0.9175,-0.1903,0.5678,0.4358,0.2898,-0.3785,-1.2206,0.9715,0.823,1.2307,0.4652,0.0466,1.9956
0.5597,0.8507,0.8573,0.0401,0.4943,0.6328,0.3093,-0.9519,-1.3737,0.6981,0.9835,1.322,0.6821,0.6307,1.7142
0.5085,0.3925,0.3083,-0.0412,0.45,0.7759,0.3451,-1.8065,-1.5407,0.9062,0.8176,1.0772,0.9883,1.5555,2.1872
0.5216,1.0777,-0.6269,-0.6684,0.1817,0.3819,0.2269,-2.396,-0.9831,1.5407,0.2131,0.8645,1.2572,1.6192,2.0806
0.6124,0.3857,-1.1031,-0.326,-0.0827,0.354,0.2694,-2.7515,-0.6219,1.2486,-0.2726,0.7206,1.3207,3.176,1.4292
0.5634,0.3188,-1.5699,0.0961,-0.541,0.3972,0.237,-3.7,-0.4938,0.8292,-0.3609,0.1583,1.596,3.3095,1.0
0.5698,0.4146,-2.3083,0.0127,-0.5679,0.4431,-0.0065,-3.9857,0.1698,0.2875,-0.9513,-0.3576,1.7441,3.7426,0.8242
