x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
0.6941,-0.3081,1.6305,0.2898,0.123,0.2383,-0.5993,2.3775,0.4387,-1.1156,0.6556,-0.7228,-1.3413,-1.7909,-2.3908
0.7564,0.1845,2.223,0.0643,0.5203,0.0872,-0.3186,2.6422,-0.2954,-0.7796,1.1387,-0.4508,-2.0456,-1.4943,-1.3521
0.5949,0.2066,2.4619,0.125,0.6039,0.2983,-0.0588,2.1231,-1.085,-0.0827,1.5573,0.0717,-1.4831,-2.7582,-0.3413
0.4292,0.8165,2.1134,-0.1002,0.866,0.3018,-0.0399,2.4022,-1.4664,0.6334,1.3999,0.6403,-1.3606,-2.3308,0.8523
0.4697,0.6037,2.1377,0.0222,0.7161,0.2626,-0.1193,1.9924,-1.6794,0.9012,1.456,0.8058,-1.2241,-2.2828,0.7502
0.3509,0.553,1.8527,0.0298,0.6522,0.3029,-0.0001,1.9434,-1.5523,0.8605,1.3144,0.6546,-1.3849,-1.9256,0.9302
0.0739,0.5129,1.5773,0.0013,0.5216,0.636,0.1274,1.4338,-1.7525,0.8085,1.4526,0.7119,-0.5151,-2.1573,1.0373
0.2891,0.6318,1.3338,-0.1475,0.6735,1.0529,0.0684,0.7528,-1.8367,0.4393,1.4209,0.9901,-0.4186,-1.6772,1.2305
0.0307,0.4907,0.6819,-0.2811,0.475,1.1347,-0.1245,0.467,-1.656,0.8552,1.1854,1.0774,-0.2937,-0.9803,1.7055
0.4121,0.0946,0.5557,-0.0742,-0.0822,1.1212,0.03,-0.6866,-1.5704,1.0035,0.8467,1.3195,-0.0754,-0.6331,2.282
0.5096,0.2409,-0.0559,0.096,-0.1782,0.9909,-0.0955,-0.7309,-1.5082,1.298,0.4002,1.179,-0.0398,0.1242,2.3888
0.5046,0.3398,-0.4932,0.0051,-0.3412,0.7535,-0.2976,-0.8084,-0.9949,1.2392,0.2529,0.7397,0.137,0.6466,2.0191
0.2669,-0.0544,-0.9021,0.0583,-0.5691,0.5212,-0.3647,-0.9024,-0.6489,0.7734,0.0727,0.2043,0.1083,1.0757,1.447
0.1828,-0.2518,-1.0261,0.123,-0.8264,0.6501,-0.4586,-0.9952,-0.2937,0.4008,-0.2389,0.2086,-0.162,1.3273,0.55
