x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
0.2042,0.6964,1.1491,0.3412,0.3586,-0.3682,-0.5617,1.588,-0.1361,-0.2515,0.8315,0.1835,-0.5651,-1.6735,-0.699
0.6211,0.9446,1.2011,0.1954,0.2636,-0.2698,-0.3838,2.0423,0.0724,-0.4738,1.0072,0.2937,-0.717,-1.5936,-0.508
0.5283,1.0158,1.818,-0.4771,0.5681,-0.2021,-0.7544,1.9537,-0.0809,-0.392,0.7752,0.8786,-0.6796,-1.8269,-0.622
0.6053,1.1436,1.6648,-0.781,0.7603,-0.2888,-0.2361,2.1426,-0.1483,-0.183,0.5376,1.2239,-0.7614,-2.3236,-0.5354
0.5559,0.9721,1.3932,-0.4221,0.8191,-0.1853,0.3358,2.4937,-0.1104,-0.2491,0.6463,1.0308,-0.6227,-2.1126,-0.7019
0.5801,1.1949,2.0673,-0.256,0.7975,-0.2102,0.4438,2.5669,0.0562,0.2981,0.6733,0.7187,-0.6724,-2.2677,-0.2488
0.5832,1.2068,2.1796,-0.0898,0.9075,-0.0952,0.2424,2.5606,-0.3486,0.3529,0.943,0.7501,-0.5716,-2.0626,0.1373
0.7903,1.3897,2.3493,-0.1255,1.063,-0.1877,0.0668,2.4755,-0.5149,0.2369,0.9952,0.7639,-0.4317,-2.1784,0.4324
0.6061,1.1523,2.6242,-0.1768,0.9477,0.0507,0.1318,2.3169,-0.6041,0.2689,1.3877,0.633,-0.3775,-2.1241,0.3707
0.6764,1.038,2.4788,-0.4001,0.9713,-0.1754,0.2288,2.3463,-0.5967,0.044,1.5278,1.0199,-0.3444,-2.0336,0.7003
0.5288,1.3748,2.415,-0.578,1.0444,0.0941,-0.0303,1.9747,-0.811,0.5871,1.4434,1.4443,-0.2768,-1.5954,0.8907
0.4534,1.1322,2.25,-0.2545,1.2069,0.2056,0.067,1.7149,-1.009,1.076,1.4549,1.3768,-0.2312,-1.3587,1.1302
0.5923,0.9849,1.842,-0.2344,1.1734,0.2557,-0.0044,1.362,-0.9885,0.8552,1.3743,1.3153,-0.1355,-0.1818,1.2623
0.5969,1.0265,1.5422,0.0617,0.9287,0.4237,-0.1288,0.381,-1.1365,1.5841,1.308,0.9532,0.1305,-0.048,1.3816
0.5657,0.5899,1.0834,-0.0671,0.8019,0.3544,0.3186,-0.0714,-0.8476,1.6467,0.8953,1.0983,0.2611,0.5757,1.2516
0.7095,0.8285,0.5115,0.2166,0.6719,0.3495,0.3901,-0.5376,-0.3666,1.7693,0.4999,0.9933,0.6105,1.1432,1.4588
0.7507,0.7005,0.0742,0.3541,0.2744,0.2479,0.3997,-0.6556,-0.1983,1.3953,0.2996,0.6716,0.7448,1.5558,0.99
0.8066,0.8702,-0.3484,0.0575,-0.1272,0.0757,0.3473,-0.8645,0.0498,1.3258,0.0863,0.4645,0.945,1.7383,0.7781
0.8623,1.1821,-0.5453,-0.127,0.3026,-0.0615,-0.21,-1.0114,0.4641,1.1158,-0.4254,0.075,0.9643,2.1147,0.3688
