x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
0.3897,0.651,2.5542,0.4933,0.3333,-0.1477,-0.3566,3.234,-0.0607,-1.3777,1.4985,-0.4238,-1.2688,-3.4725,-1.695
0.2429,1.5538,3.3569,0.3921,0.4718,-0.0559,0.1161,3.5461,-0.9674,-0.7483,2.0997,0.4915,-1.9635,-4.0034,-0.9349
0.4068,1.5735,3.593,-0.1997,0.9768,-0.094,-0.0893,3.9921,-1.3616,-0.5585,1.9598,0.9922,-2.0429,-3.8042,-0.197
0.2767,1.4391,3.5191,-0.2173,1.2279,0.1424,0.1748,4.0632,-1.8726,0.2555,2.218,1.491,-2.241,-4.1555,0.4805
-0.0457,1.6302,3.497,-0.1547,1.4609,0.3487,0.6609,4.819,-1.6735,0.125,2.4319,1.5881,-2.226,-4.0568,1.0284
-0.1826,1.651,3.7641,-0.5929,1.2146,0.4874,0.6074,3.9323,-2.2787,0.4771,2.3395,2.2562,-1.5894,-4.387,1.5292
-0.2242,1.368,3.9147,-0.3196,0.894,0.7861,0.9062,3.0642,-2.6072,0.336,2.4924,1.993,-1.3487,-4.0823,1.8073
-0.1972,1.8502,3.1665,-0.353,0.8754,0.8415,0.8519,2.7613,-2.8993,0.6809,2.3561,1.9693,-1.002,-3.7167,2.0908
-0.2463,1.7446,2.8115,-0.1924,0.6777,0.7063,-0.0571,2.4683,-2.5174,0.4143,2.1957,2.1784,-1.1263,-2.9557,1.9688
0.1073,1.5672,3.0489,-0.9871,0.5429,0.651,0.2136,2.2643,-2.3623,0.2752,1.6106,2.3369,-1.4904,-2.6228,1.6213
-0.0508,1.6063,2.7783,-1.1862,0.8618,0.4641,0.1602,1.6541,-2.4073,0.6215,1.4167,2.0404,-1.0328,-2.0743,1.2626
-0.2479,1.3268,1.8473,-0.5657,1.0454,0.6417,0.547,1.267,-2.2462,0.6031,1.2748,1.8249,-0.7378,-1.3215,1.0799
-0.2669,0.5147,1.2779,0.1265,0.6942,0.7779,0.6393,0.5628,-2.4527,1.0834,1.3256,1.2814,-0.4683,-0.7338,1.286
-0.6111,0.8879,0.5587,-0.0939,0.2442,0.7424,0.4721,0.0004,-1.5414,1.2826,1.1503,1.4881,-0.0293,-0.1596,1.4346
0.3428,0.8419,0.6417,0.2469,0.1363,0.37,0.5706,-0.7631,-1.0685,0.8776,1.029,1.3168,0.1398,0.3419,1.1809
0.3534,1.1619,0.5649,0.5023,-0.1798,0.1726,0.0736,-1.2626,-1.1594,1.0785,1.0049,1.2269,0.076,0.7889,1.2864
-0.0367,1.1324,-0.728,0.2359,0.2563,0.107,-0.1273,-1.1788,-1.2588,1.038,0.7199,1.1054,0.1911,1.2454,1.0419
-0.1535,0.3785,-0.8618,0.293,0.3886,0.2363,-0.0117,-1.3859,-0.5825,0.9178,0.5582,0.8305,-0.1222,1.2288,0.8655
0.2324,0.4994,-0.7151,0.5696,-0.3362,0.5042,-0.0918,-1.8637,-0.1366,0.6737,0.7512,0.7977,-0.1076,1.1073,0.5991
0.2648,0.4887,-0.7384,0.1,-0.367,0.3761,-0.16,-1.7992,-0.1283,0.4663,0.6457,1.1189,-0.0151,0.9151,0.3808
0.0858,0.4875,-1.0418,0.2953,-0.4715,0.5381,0.449,-1.7519,-0.0304,0.2446,0.139,0.9094,-0.0708,1.0705,0.1368
-0.8327,0.4501,-1.4531,0.4829,-0.5717,0.9026,-0.0655,-1.5953,0.0233,-0.0178,0.1752,1.0296,0.1668,1.265,0.0569
-0.064,0.215,-1.1048,0.1342,-0.3918,0.7476,-0.0564,-1.6915,0.0082,-0.5318,0.0412,0.4305,-0.0528,1.11,-0.4608
0.1486,-0.1212,-1.5206,0.4322,-0.4182,0.6291,0.2091,-1.4116,0.2157,-0.3742,-0.0306,0.0954,-0.3475,1.1064,-0.4771
-0.1683,0.0874,-1.2827,0.1549,-0.5693,0.8252,-0.0688,-1.0971,0.8755,-0.7407,-0.1774,0.1704,-0.6841,1.0369,-0.8645
0.0436,0.8701,-1.1591,0.5294,-0.3493,0.8562,-0.1741,-1.2436,0.4952,-0.8895,0.0219,-0.462,-0.6061,0.7095,-1.0616
-0.1655,0.4541,-1.039,0.5917,-0.1569,0.8082,-0.4665,-0.9597,0.4261,-1.0182,-0.141,-0.5395,-0.645,0.461,-1.0472
0.0115,0.0468,-0.852,0.4303,0.2786,1.4962,-0.2925,-0.6507,0.4096,-0.7041,-0.1183,-0.8452,-0.9371,0.2585,-1.2029
-0.1541,0.1534,-0.7741,0.3781,0.3589,1.1354,-0.1002,-0.6804,0.408,-0.3382,0.0136,-0.3603,-0.7068,-0.1255,-0.9671
0.3063,-0.1302,-0.2217,0.2148,0.2929,0.9008,-0.3256,-0.0969,0.7922,-0.2003,0.2435,-0.9286,-0.5252,-0.4836,-0.6604
-0.0277,0.6017,-0.0751,0.2377,0.4261,0.958,0.0681,0.2637,0.6677,0.291,0.3941,-0.9095,-0.6634,-0.5547,-0.5619
0.2318,0.203,0.7032,0.577,0.4545,0.5584,0.0467,0.4634,0.3474,-0.2301,0.8646,-0.5487,-0.926,-0.9699,-0.3728
