0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.341,0.000,0.000,0.000,0.328,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.283,0.000,0.000,0.000,0.000

0.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.488,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.361,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.615,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.449,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.465,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.434,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.304,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.368
