0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.326,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,-0.212,0.000,0.279,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,-0.248,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.187,0.000,0.000,0.000,0.000,-0.292,0.000,0.000,-0.484,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,-0.186,0.000,0.198,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.329,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,-0.419,0.000,0.000,0.000,0.000,0.000,-0.262,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,-0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.490,0.000,0.000
0.206,0.000,0.000,0.000,0.232,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.208,0.000

0.416,0.000,0.000,-0.263,0.000,0.394,0.000,-0.075,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.542,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.463,0.000,-0.341,0.000,-0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.336
-0.172,0.000,0.000,0.424,0.000,0.000,-0.051,0.000,-0.159,0.000,0.000,0.000,0.000,0.000,-0.444
0.000,-0.309,0.000,0.000,0.593,0.000,-0.229,0.000,0.448,0.000,0.000,0.000,0.000,0.000,0.159
0.000,0.000,0.000,0.000,0.000,0.664,0.000,0.000,-0.369,0.381,0.000,0.000,0.000,0.000,0.413
0.000,0.000,0.000,0.000,-0.239,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,-0.294,0.000,0.000,0.074,0.609,0.000,0.000,0.000,0.000,0.000,0.000,-0.133
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.672,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.139,0.000,0.000,0.661,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.453,0.598,0.266,0.000,0.000,0.000
0.000,-0.460,0.000,0.000,0.000,0.061,0.000,-0.294,0.000,-0.407,0.000,0.577,0.000,0.000,0.000
-0.331,0.000,0.000,-0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.493,0.000,0.000
0.000,0.000,0.434,0.075,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.443,0.000,0.698,0.000
0.000,0.000,0.000,0.000,0.000,-0.477,0.000,0.000,0.000,0.000,0.000,0.000,-0.245,0.000,0.735
