x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
0.4633,-0.2115,0.8318,-1.5499,-0.1747,-0.4373,0.6312,1.4233,0.6235,0.5029,0.4373,0.3177,-1.1053,-2.1995,0.8548
-0.0349,-0.0704,0.3878,-1.472,0.2274,-0.4794,0.4227,1.1876,0.5427,0.1449,0.3517,-0.2469,-0.8802,-1.9244,0.4888
0.0365,0.0495,0.2759,-0.9678,0.6028,-0.5848,0.5573,0.9624,0.6491,-0.1669,0.3765,-0.2982,-0.6131,-1.3625,0.5863
0.1832,0.0306,0.2011,-1.4714,0.9203,-0.7498,0.7271,0.8367,0.3454,0.0807,0.1017,-0.1513,-0.5286,-0.822,1.251
0.1028,-0.0719,0.4968,-1.4836,0.7953,-0.977,0.6409,0.8025,-0.0519,0.4269,0.1424,-0.2054,-0.4644,-0.6837,1.127
-0.0938,-0.3707,0.5478,-0.9532,0.8866,-0.0783,0.225,0.829,0.0531,0.3218,0.2398,-0.2466,-0.7682,-0.5008,1.5514
0.0036,-0.2336,0.7907,-0.9287,1.0456,0.6686,0.0295,0.5361,0.2091,-0.2757,0.37,0.0085,-0.2766,-0.1078,1.3866
0.8343,-0.0017,0.563,-1.1881,0.8513,0.8541,0.1993,0.3312,0.1792,-1.1344,0.1077,0.3972,-0.4078,0.1555,1.0545
0.859,0.2471,0.4968,-1.4434,1.0852,0.2889,0.4381,0.3781,0.3405,-1.2752,-0.2505,0.6108,-0.804,-0.2056,0.4443
0.5429,0.0392,0.1392,-0.932,0.9773,-0.5422,0.425,0.4495,0.7609,-1.0219,-0.3145,0.9641,-0.8759,-0.8672,0.2518
0.2768,-0.0173,0.1286,-0.6688,0.9173,-1.5459,0.4029,0.4289,0.5104,-0.7952,-0.0712,0.8796,-0.7562,-1.3161,0.3547
-0.2964,-0.1007,-0.2256,-0.4193,0.7437,-1.462,0.1581,0.473,0.1902,-0.4135,-0.1228,0.7982,-0.661,-1.3818,0.8695
-0.3731,0.0164,0.1895,-0.4525,1.433,-1.0882,0.2542,0.1486,0.1254,-0.1267,0.1317,0.6309,-0.473,-1.5648,1.2568
-0.3384,0.2204,0.1981,-0.5159,1.2493,-0.3837,0.0432,-0.132,0.3456,-0.1146,0.1505,0.5226,-0.4961,-1.5956,1.0812
0.1578,0.0547,0.3232,-0.7269,1.1529,-0.2262,-0.6552,-0.0796,0.2314,-0.3563,0.4355,0.4717,0.0033,-1.2143,1.0783
0.5484,0.0562,0.2096,-1.1517,1.3034,-0.2643,0.3165,-0.1542,0.2849,-0.3953,0.2942,0.6034,-0.2099,-0.8625,0.984
0.6867,0.2367,0.2061,-1.1217,1.3411,-0.8241,0.4862,0.0039,0.0393,-0.181,0.0606,0.4513,-0.4596,-0.9651,0.8038
0.2243,0.2823,-0.1974,-0.9174,0.8644,-0.9544,0.5336,0.0922,-0.0615,0.2924,-0.3052,0.1931,-0.6373,-1.174,1.0097
-0.2075,0.3346,-0.2834,-0.5351,0.5018,-0.1565,0.1021,0.3053,0.1679,0.3077,-0.0524,0.1579,-0.5458,-1.0173,0.6131
-0.0402,0.1654,-0.2478,-0.2856,0.5045,0.0547,0.3242,-0.3092,0.47,-0.2193,0.5868,-0.2494,-0.3275,-0.8979,-0.3123
0.2853,0.2579,-0.1624,0.0333,0.3605,-0.6098,0.0187,-0.0115,0.4407,0.2594,0.3296,0.1793,-0.4789,-0.5602,-0.4466
0.2847,0.1432,-0.0192,-0.7722,0.298,-0.6403,0.3872,-0.1557,0.2362,0.1748,0.457,0.0222,-0.5964,-0.5148,-0.3493
0.0406,0.2302,0.008,-0.0069,0.4186,-0.6583,0.2375,0.015,0.0671,0.6293,0.2167,0.0524,-0.6741,-0.8111,-0.3311
0.6291,0.1578,-0.1766,0.144,0.2054,-0.4694,0.1901,0.079,0.1473,0.6408,0.3127,-0.2085,-0.6711,-0.8078,0.0543
0.1177,-0.061,0.0668,0.0176,0.0157,-0.4024,0.6609,0.1732,0.3109,0.573,0.3355,-0.5814,-0.7693,-0.8148,0.0435
0.2124,0.156,0.4515,-0.2124,0.0783,-0.3255,0.2049,0.217,0.1729,0.7259,0.2066,-0.3897,-0.5155,-0.5016,-0.1816
