x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
0.139,0.1216,0.8452,0.7583,-1.3502,-0.3888,0.9409,0.5807,-0.1664,0.778,-0.7649,-0.2454,-0.3097,-0.6949,-0.2635
0.8825,0.1013,0.6267,0.292,-1.1533,-0.1617,0.1578,0.3558,0.014,0.4265,-0.0333,-0.2296,-0.8592,-0.7642,-0.0234
0.3428,0.4029,0.6213,0.3195,-0.6778,-0.0984,0.3277,0.1782,0.2185,0.1846,0.1745,-0.0902,-0.8468,-0.8999,0.105
0.0752,0.2762,0.635,-0.1248,-0.4488,-0.3333,0.3554,0.0127,0.227,0.3524,0.1853,-0.5065,-0.433,-1.0369,0.1522
0.0921,0.0847,0.7229,0.1758,-0.173,-0.4128,0.1582,0.1575,-0.0456,0.5985,0.2149,-0.9846,-0.329,-0.8518,0.4168
0.023,0.0427,0.6586,0.1232,0.2215,0.2628,0.2845,0.1158,-0.0961,0.5519,0.029,-0.3271,0.0358,-0.306,0.4734
0.1269,-0.095,0.571,0.0662,0.0627,0.4067,0.2424,-0.1343,-0.0465,0.0918,0.2323,-0.603,0.372,-0.0389,0.2853
-0.0376,0.0828,0.13,0.3087,-0.0217,0.3154,-0.2147,-0.1971,-0.1214,-0.0505,0.1773,-1.0684,0.2363,0.2519,0.0084
0.446,0.1175,0.2264,0.5929,-0.0612,0.1789,0.1331,-0.104,-0.0457,-0.3691,0.2244,-1.2461,0.4099,0.512,-0.0651
0.2118,0.1388,0.1354,0.5905,0.0141,-0.0615,-0.1433,0.0883,-0.0056,-0.208,-0.3997,-0.6071,0.2399,0.6328,0.5958
0.5169,-0.0268,0.4031,-0.2932,0.2231,-0.2214,-0.1521,-0.2135,-0.0179,0.0323,-0.1982,-0.6634,0.2091,0.5772,0.9472
0.4372,0.1144,0.3359,-0.5022,0.326,0.0067,0.0452,-0.0371,-0.1042,-0.229,-0.3735,-0.524,0.3023,0.494,0.4678
0.7897,0.1167,0.3036,-0.3902,-0.2322,-0.2955,0.2116,0.0687,-0.2454,0.2384,-0.2609,-0.2382,0.1451,0.4797,0.4556
0.4085,0.0962,0.4443,-0.4594,-0.16,-0.2967,0.2749,-0.0153,-0.298,0.6114,0.4739,-0.0599,0.1693,0.5838,0.7091
0.8363,-0.0447,0.4558,-0.4013,-0.1686,0.1702,0.4389,0.1219,-0.5458,0.4997,0.596,-0.433,0.1369,0.2853,0.9602
0.6835,0.0596,0.5679,-0.6582,-0.3274,0.4088,0.3941,0.0542,-0.2444,0.2316,0.4396,-0.3073,0.0007,-0.0813,0.6412
1.0724,0.3981,0.7434,-0.3783,-0.2877,0.2807,0.6938,0.0696,-0.4232,-0.037,0.2973,0.0922,-0.013,0.1254,0.1536
0.7066,0.3543,0.4213,-0.3746,-0.4811,-0.2454,0.5286,0.0114,-0.522,0.6475,0.072,-0.577,-0.6387,-0.2964,0.253
0.5211,0.1805,0.4247,-0.1884,-0.7961,-0.0493,0.4431,0.173,-0.288,0.6996,0.3186,-0.7777,-0.7275,-0.4586,0.188
0.21,0.1316,0.4435,-0.054,-0.7269,0.1457,0.8891,-0.0327,-0.7249,0.5208,0.3026,-1.1135,-0.5099,-0.1028,0.1726
0.4865,0.1595,0.3914,-0.0416,-0.9668,0.2379,0.7071,0.1013,-0.6099,0.5303,0.2172,-0.9272,-0.2426,0.1127,0.2424
0.3335,0.3245,0.324,0.0831,-1.4194,0.3337,0.514,0.0733,-0.701,0.5061,0.2898,-0.8919,-0.2081,0.2146,0.149
0.7495,0.3783,0.5225,-0.1383,-1.4647,0.0192,0.1999,0.0377,-0.7672,0.5736,0.1258,-0.9058,0.0105,0.4779,-0.1287
0.9512,0.3546,0.7952,0.1849,-1.1745,0.155,0.5903,0.2697,-0.9344,0.7598,-0.2519,-1.2024,-0.2157,0.4301,-0.309
0.8202,0.2861,0.4226,0.6317,-1.3252,0.2868,0.1527,0.0601,-0.8462,0.5757,0.126,-0.8275,-0.2845,0.8182,0.0019
0.956,0.2898,0.598,0.2887,-1.3014,0.2954,-0.3455,-0.2652,-0.8151,0.0568,0.4472,-0.4717,-0.2576,0.8321,0.0097
0.7577,0.0919,0.7333,0.3781,-1.1667,0.2845,-0.032,-0.0957,-0.849,0.1642,0.4583,-0.3749,-0.3738,0.6618,-0.0161
1.2258,0.391,0.4484,0.1203,-0.8739,0.1684,0.0923,-0.4158,-0.9163,0.2195,0.3906,-0.3004,0.1458,0.9828,0.242
0.6196,0.1852,0.6392,-0.344,-1.1117,0.1485,0.5366,-0.3856,0.3384,-0.2116,0.5179,-0.4685,-0.1051,0.878,0.1662
