x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
0.1987,-0.2008,1.9855,0.3918,0.3248,0.272,-1.4594,4.0365,2.9015,-3.806,-0.2185,-2.5161,-2.7911,-4.286,-5.9872
0.1185,0.1215,3.8195,0.323,0.9164,0.2649,-1.0885,5.5388,1.6935,-3.5501,0.7598,-2.3076,-3.3059,-5.8637,-5.1922
0.2252,0.743,5.4294,0.2557,1.8722,0.3264,-0.8008,6.9118,0.6083,-2.9212,2.4066,-1.0277,-3.6596,-7.151,-3.9029
0.2322,1.5149,6.8445,-0.1013,3.1734,0.1312,-0.2507,8.0013,-1.0455,-1.6565,3.4659,0.3928,-3.9655,-8.1077,-2.2649
0.2446,2.3152,7.8037,-0.6309,3.4578,-0.0728,0.5289,8.5672,-2.3366,-0.3679,4.4615,1.8123,-4.2094,-8.9464,-0.1935
0.2527,3.2368,8.7247,-1.1636,3.9435,0.0825,1.2742,8.7862,-3.6393,0.9285,5.0846,2.9612,-4.3336,-9.2363,1.7408
0.2755,3.5079,8.6528,-1.711,4.2693,-0.2235,1.879,8.6972,-4.7708,2.1915,5.2898,4.9588,-4.2247,-8.8642,4.1004
-0.1424,3.8237,8.1451,-1.8296,4.2233,-0.2128,2.4547,8.2787,-5.2853,3.2779,5.0061,6.1772,-3.9493,-8.0494,5.942
-0.1675,3.2056,7.6872,-1.8886,3.9519,-0.1772,2.7778,7.7369,-5.5773,4.015,4.7334,6.1679,-3.4617,-7.035,7.2048
-0.4001,3.358,7.1281,-1.8775,3.4444,0.2802,3.0605,6.8718,-5.905,4.7852,4.6807,6.3202,-2.6802,-5.8162,8.3385
-0.1687,3.1068,6.549,-2.0481,2.962,0.3045,3.0608,5.5603,-5.8932,4.7049,4.3319,6.1514,-1.62,-4.5259,8.5193
-0.5349,2.8468,5.3626,-1.95,2.4001,0.6204,3.1143,3.727,-5.708,4.9366,4.1798,6.3691,-0.8451,-3.1488,8.7881
