x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
0.5498,0.6063,4.7359,0.2582,1.6677,-1.3673,-0.9251,6.6638,2.1197,-3.8074,1.2139,-1.4998,-3.9299,-6.627,-3.8882
0.4476,1.3379,6.2989,0.0651,2.5713,-1.2642,-0.4594,8.1263,0.6592,-2.9995,2.8144,-0.835,-4.2373,-7.9064,-2.5166
0.4517,2.3921,8.0341,-0.6396,3.3559,-0.6861,0.129,8.6279,-1.1069,-2.1791,4.0463,0.5422,-4.3678,-9.4335,-1.1657
-0.05,3.3153,8.3513,-1.6144,4.0998,-0.5098,0.5223,9.0315,-3.0063,-1.3363,4.6702,2.3037,-4.2399,-9.9412,0.7695
-0.1274,3.0122,8.4925,-1.8123,4.6375,0.095,1.0102,8.4569,-4.2164,-0.4576,5.096,3.759,-3.865,-10.0591,2.3972
-0.0312,3.0259,8.2841,-1.8543,4.8425,0.3874,1.0862,7.7655,-5.5085,1.8515,5.2496,4.7696,-3.5652,-9.3574,4.1475
0.1471,3.3603,7.5897,-2.0647,4.864,0.1448,1.8711,7.2276,-5.4093,3.3994,4.8391,5.428,-2.9514,-7.8504,5.8162
-0.0681,3.0795,6.9075,-1.9086,4.4615,0.1157,2.2242,6.2151,-5.2723,4.0044,4.5368,5.7438,-2.3421,-6.5733,7.1177
-0.2322,2.8041,6.0068,-1.8375,3.9249,0.1003,2.2438,5.1198,-5.4571,4.5511,4.306,5.7927,-1.7585,-5.546,8.2898
-0.3634,2.4292,5.2672,-1.5989,3.4558,0.2059,2.6759,4.1437,-4.8874,4.9535,3.6943,5.7264,-1.0864,-4.1187,8.4183
-0.4202,2.3135,4.182,-1.4267,2.9309,0.6787,2.7759,2.567,-5.5425,4.0242,3.3469,5.0842,-0.4113,-2.9093,8.7076
-0.6776,2.0092,2.7112,-1.224,2.4997,0.8931,2.5653,1.07,-5.164,4.6647,2.5961,5.088,0.471,-0.858,8.5781
-0.705,1.9076,0.9454,-1.1965,2.2392,1.0637,2.8659,-0.5952,-4.3403,5.0264,0.4319,4.7402,1.5501,0.788,8.037
-0.5362,0.9029,-0.3647,-1.0156,1.4692,1.4523,2.3221,-2.3251,-3.3855,4.5857,0.1406,2.6994,2.5383,2.4104,7.7528
-0.6193,0.2558,-2.5644,-0.582,0.8507,1.4386,2.0673,-4.044,-2.4813,4.8473,-0.4707,1.9501,3.0356,4.4407,7.2457
-0.4612,-0.1809,-4.193,-0.1647,-0.1871,1.4225,1.796,-6.1409,-1.4915,4.4117,-1.6977,2.1382,4.0134,5.9592,5.7824
-0.2538,-0.648,-5.5747,0.3056,-0.9676,1.4268,1.6878,-7.8515,-0.2272,3.7521,-2.5434,1.0734,4.7997,7.7376,4.668
-0.1569,-1.6075,-7.0588,0.463,-2.2176,1.2005,0.6946,-8.9119,1.2201,2.775,-3.7244,-0.4211,5.2659,9.2237,3.0524
-0.1604,-2.3618,-8.1852,0.7519,-3.0535,1.306,-0.2798,-10.2312,2.5742,1.2348,-4.6663,-1.884,5.6869,9.9308,1.9853
-0.0999,-3.0702,-9.3304,1.4536,-3.3897,1.3093,-0.9807,-10.2836,3.929,0.4698,-4.7772,-3.3448,5.5679,10.6624,-0.6396
0.056,-3.5929,-9.9009,1.7052,-3.6546,0.9485,-1.9915,-10.7322,4.6694,-0.7849,-5.3994,-5.0997,5.921,10.7019,-2.4255
0.1333,-4.5636,-9.6642,2.5522,-3.938,0.9242,-2.7776,-10.7485,6.0472,-2.0473,-5.2209,-5.7184,5.1122,10.2758,-3.8068
0.3032,-4.034,-9.9952,2.3202,-3.9321,0.5183,-2.6408,-10.1174,6.4238,-2.5594,-5.2027,-6.3495,4.3694,9.7713,-6.1422
0.242,-3.8815,-9.9107,2.3771,-3.9104,0.4807,-3.4627,-9.2425,6.8208,-4.0247,-5.1417,-5.7925,3.7584,8.8521,-7.5166
0.3373,-3.8418,-9.1544,2.3628,-3.6609,0.2878,-3.4451,-8.4027,6.7541,-5.1292,-6.7287,-6.0739,3.0006,7.5101,-9.1586
0.7285,-3.9012,-8.1163,2.6678,-3.238,-0.0575,-3.4821,-5.9733,7.5467,-5.2292,-6.0591,-6.9952,1.9851,6.4188,-10.4038
0.5909,-4.2055,-6.3303,2.8823,-2.8333,-0.519,-3.3334,-4.0911,6.424,-5.7417,-4.9646,-6.9211,0.9843,4.2949,-10.5881
0.8421,-3.5583,-4.8398,2.0422,-2.2253,-0.6973,-3.2196,-2.1776,6.1604,-5.4902,-3.8518,-6.6676,0.0565,2.345,-10.3051
0.7648,-2.8801,-3.29,2.075,-1.6185,-1.1128,-2.8766,-0.7715,5.9153,-5.8181,-2.5819,-5.8903,-0.8638,0.6779,-9.4619
0.8799,-1.9039,-1.4343,1.6609,-0.7768,-1.2537,-2.3663,0.9023,4.9589,-5.4223,-1.5463,-4.8724,-1.6847,-0.9691,-8.1893
0.9068,-1.3049,-0.05,1.2351,-0.2138,-1.426,-2.1609,2.8824,4.1754,-5.0423,-0.6862,-3.7896,-2.4292,-2.9707,-7.1748
0.7761,-0.7893,2.1326,1.1158,0.6354,-1.4559,-2.4997,4.5281,2.5275,-4.8396,0.2004,-3.6567,-3.0441,-4.5382,-6.7035
0.3771,-0.0726,3.9652,0.9097,1.5735,-1.533,-1.9183,6.0926,1.4086,-4.2215,1.7195,-2.0734,-3.8511,-6.051,-5.3291
0.4679,0.7468,5.38,0.455,2.6863,-1.5212,-1.5059,7.4083,-0.1423,-3.4703,3.312,-1.2059,-4.2918,-7.6818,-3.1725
0.2848,1.7034,6.2578,-0.1707,3.3541,-1.2992,-1.016,7.9422,-1.3343,-2.8126,4.4342,0.5357,-4.4657,-8.7384,-1.7412
0.2084,2.7755,7.2538,-0.3791,4.237,-1.0772,-0.3147,8.202,-2.9377,-1.7085,4.7893,2.6056,-3.9434,-9.2748,0.1149
0.1343,3.4046,7.5114,-0.9373,4.7239,-1.1052,0.1168,8.3779,-3.8498,-0.6719,4.6308,4.0165,-3.8393,-9.394,1.4539
0.108,3.1743,7.3408,-1.6699,4.8412,-1.1149,0.3867,8.3776,-4.5066,0.5212,5.1557,4.9873,-3.4299,-9.1082,3.3993
0.1658,3.0826,7.282,-1.6257,4.8887,-1.1315,0.7446,7.6782,-4.8,1.9058,5.0648,5.7842,-3.2942,-8.45,4.933
0.0823,3.3653,6.9611,-1.6484,4.5744,-0.7677,1.5707,7.0567,-5.2664,3.0594,4.7769,5.8651,-2.773,-7.8512,6.353
-0.0054,3.1393,6.3501,-1.9032,4.366,-0.661,1.42,6.3676,-5.6863,3.5081,3.9137,6.3278,-2.4359,-6.8462,7.16
-0.0409,2.8824,5.6294,-2.2097,3.9434,-0.5241,1.8455,6.0731,-5.0962,4.0331,3.396,5.7424,-2.0405,-5.5689,7.3739
-0.0014,2.4137,6.0354,-2.1658,3.3435,-0.3863,2.2342,5.2238,-4.7564,4.3412,3.1651,4.7,-1.1986,-4.5512,7.8444
-0.0484,2.5208,4.8644,-1.8502,3.1793,-0.3273,1.8148,3.8076,-5.2109,4.7546,2.8871,4.4466,-0.5735,-3.4762,8.0158
-0.0051,2.2747,3.4475,-1.4389,2.8182,-0.2374,2.3406,2.5375,-4.6639,4.4485,2.881,4.4195,0.1084,-2.0521,8.2861
-0.0896,2.1046,2.1931,-1.298,2.4911,-0.0206,2.3203,1.0574,-4.5533,4.5732,2.2508,4.1562,0.9561,-0.8795,8.5752
-0.1688,1.5315,0.9009,-1.1238,2.0738,-0.162,2.1562,0.2272,-3.4226,4.506,1.8529,4.2963,1.765,0.4786,8.1646
-0.1444,1.3518,-0.1612,-0.9853,1.4076,-0.2617,1.6195,-1.666,-2.9449,4.445,1.3102,3.7594,2.5101,2.0176,7.6622
0.0188,0.7836,-1.2177,-0.6556,0.856,-0.0243,1.4181,-3.8222,-2.7615,4.618,0.2714,3.1417,2.9865,3.77,7.8049
-0.2502,0.3281,-3.3556,-0.283,0.3053,0.2139,1.2371,-5.234,-2.0774,4.831,-0.7783,2.7547,3.9123,5.9073,6.815
-0.0069,-0.4423,-5.0643,-0.0646,-0.4772,0.4149,0.8997,-7.0814,-1.1864,4.196,-1.5626,1.4862,4.2916,7.4077,5.6174
