x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
0.0471,1.2188,6.1253,0.8019,1.8426,-0.6939,-0.5816,7.0211,-0.714,-2.5562,3.6011,-0.4431,-4.1544,-8.1729,-3.3816
0.3007,2.1691,7.1501,0.0054,2.9303,-0.718,-0.3824,8.0007,-2.1157,-1.4122,4.5842,0.9951,-4.2049,-8.6481,-1.2779
0.3848,2.6101,8.3017,-0.0398,3.0793,-0.8142,0.4505,8.2459,-3.709,-0.6264,5.0798,2.7407,-4.2016,-9.3846,0.131
0.8844,3.4519,8.3853,-0.7509,3.4145,-0.9996,1.2799,8.9614,-4.5062,0.6249,5.3233,3.8741,-3.926,-9.1163,2.3195
-0.0444,3.2602,8.6532,-1.3997,3.7773,-0.6833,1.795,8.6197,-5.3452,1.7387,5.3954,4.8689,-3.3484,-8.5624,4.3877
0.2758,3.2327,8.4724,-1.3724,3.8409,-0.7775,2.3416,7.7809,-6.2006,2.9173,5.2527,5.606,-3.1048,-7.8111,5.8672
-0.2346,3.5355,7.3947,-1.4169,3.595,-0.5073,2.381,6.7119,-6.5607,3.9197,5.1077,5.7574,-2.0698,-6.9112,7.1962
-0.4739,3.5468,6.7454,-1.7535,3.3213,-0.253,2.5493,5.6997,-6.515,4.8819,5.0014,5.9527,-2.0632,-5.6251,8.4683
-0.7111,3.2411,5.2792,-1.5006,2.961,-0.023,2.6439,4.3293,-6.2866,5.3822,4.513,5.8755,-1.409,-3.9793,9.337
-0.4531,2.9294,4.2167,-1.8559,2.4609,0.066,2.7184,3.0643,-5.6991,5.3464,3.5252,5.7094,-0.4651,-2.3772,8.9264
-0.4571,2.6707,3.0827,-1.3888,1.7497,0.2208,2.4855,1.4295,-5.2815,4.7389,2.8854,5.201,0.2358,-0.7558,9.0198
-0.269,2.076,1.861,-1.2208,1.2511,0.5194,2.151,-0.5787,-4.9387,4.853,1.8467,4.4409,1.9188,1.2238,8.2662
-0.1594,1.2466,0.3936,-0.8597,0.7591,0.6237,1.9764,-2.434,-4.0756,4.8028,1.2518,3.4835,2.7708,3.4217,7.6056
-0.6006,1.6256,-1.5453,-0.645,-0.0015,0.9077,1.7044,-4.8919,-3.614,5.545,0.4971,2.6143,3.5651,5.1577,7.123
-0.1652,0.6633,-3.6055,-0.0194,-1.1722,0.9916,1.2879,-6.5957,-2.0549,4.1215,-0.3427,1.6612,4.0793,6.6549,6.2087
-0.0801,0.1059,-5.4428,0.2514,-1.8931,0.8929,0.8409,-7.8992,-0.782,3.4834,-1.4769,0.9351,4.5839,8.3972,4.6362
-0.454,-1.0097,-7.0068,0.3905,-2.7314,1.1022,0.4031,-9.4586,0.4084,2.9466,-2.9001,-0.3399,5.3915,9.8079,3.0896
0.2258,-2.1015,-8.1821,0.8065,-3.8948,1.0511,0.276,-10.1976,2.1873,2.04,-3.8007,-1.7526,5.7478,10.2206,1.6643
0.3784,-2.5366,-9.2919,1.4183,-4.8829,0.9694,-0.4727,-10.3547,4.092,1.1372,-4.6311,-3.1727,5.4931,10.9401,0.021
0.7424,-2.9204,-9.2757,1.8604,-5.2528,0.5135,-1.2579,-10.4896,5.0,-0.3518,-5.2198,-4.3909,5.6133,11.1173,-1.9315
0.6214,-3.0072,-9.401,1.9848,-5.2354,0.1764,-2.0623,-9.7524,5.7782,-1.7424,-5.4536,-5.3075,4.7257,11.0944,-4.0503
0.4773,-3.2325,-8.8475,2.2763,-5.1937,-0.1846,-2.3326,-9.4517,6.0705,-2.8521,-5.4036,-6.055,3.9311,10.1905,-6.0091
0.5971,-3.2238,-7.7691,2.248,-5.7538,-0.311,-2.5585,-8.1108,6.5094,-4.4768,-4.5082,-6.471,3.3564,8.6611,-7.4791
0.7193,-2.6111,-6.575,2.3727,-4.8485,-0.5038,-3.1754,-7.2413,6.1176,-5.6219,-4.0439,-6.2456,2.7227,7.2895,-8.6984
0.7184,-2.465,-5.9391,2.1985,-3.7187,-0.3858,-3.6432,-5.8653,5.9211,-5.2849,-3.8868,-6.0922,1.7633,6.0879,-9.2533
0.577,-2.2367,-5.2411,2.2777,-2.853,-0.4006,-3.1074,-4.1835,5.6335,-4.825,-3.1677,-5.7878,0.8716,4.6122,-9.1173
0.9819,-2.072,-4.0813,2.1139,-2.8636,-1.0115,-2.8998,-2.411,5.3493,-4.7722,-2.554,-5.514,-0.0753,2.6098,-8.7964
1.3022,-1.5359,-2.5341,1.9865,-2.8232,-1.1975,-2.6353,-0.3889,5.1538,-4.8648,-1.8039,-5.0451,-1.1502,0.5891,-8.3572
