x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
1.241,-0.7095,2.8027,1.3558,-0.0904,-1.1093,-2.2309,5.3254,2.9278,-5.3002,0.6646,-2.9779,-3.2009,-6.0156,-8.061
0.9648,0.3522,4.9011,0.8532,1.2236,-1.0886,-1.9728,7.5058,1.5141,-4.2881,2.1625,-2.0456,-4.0998,-7.7018,-6.351
0.718,1.2274,6.9281,0.4045,2.3696,-1.0464,-1.5245,8.4157,-0.2136,-3.1218,3.6791,-0.6002,-4.7818,-9.2076,-4.7024
0.8207,2.2739,8.2023,-0.3723,3.2388,-1.2793,-1.0462,9.3502,-2.2167,-1.9853,4.7163,1.1196,-4.9187,-10.3898,-3.0064
0.6864,3.2977,8.5096,-0.3541,3.9377,-1.2062,-0.2795,9.9252,-3.9319,-0.7296,5.2936,3.0158,-4.9849,-10.7446,-0.7229
0.7223,3.5583,8.9003,-0.9549,4.2443,-1.4594,0.3532,10.1767,-4.7652,0.3083,5.8348,4.3272,-5.2255,-10.5548,1.1463
0.7124,4.433,9.1156,-1.4093,4.4715,-1.1611,0.956,9.988,-5.358,1.2747,6.0395,5.363,-4.7345,-10.848,2.9699
0.6253,4.2316,9.2139,-1.6801,4.39,-1.1751,1.6744,9.6362,-5.6134,1.8828,6.0572,6.177,-4.1098,-10.1703,4.5975
0.5022,4.2688,9.0977,-1.1546,4.3497,-1.0926,2.6055,8.8506,-6.2478,3.516,5.8963,6.6445,-3.5726,-9.3263,6.2275
0.852,3.5169,8.6321,-1.1892,4.2459,-1.1023,2.7183,7.959,-6.8099,4.1098,6.057,6.6371,-2.8113,-8.3499,7.2073
0.3732,4.1037,7.6015,-1.6369,4.005,-1.597,2.8797,7.0758,-6.8705,5.377,5.7287,6.7723,-2.0096,-6.7551,8.5461
0.1238,3.7183,6.577,-1.1315,3.5599,-1.2655,2.8641,5.5408,-6.9984,5.6364,5.4675,6.6494,-1.31,-5.4893,8.923
-0.2795,3.5373,5.0086,-1.4105,3.0806,-1.0843,3.0355,4.2428,-7.0658,5.6368,4.6167,6.4983,-0.4596,-3.7055,8.9754
0.0257,2.6889,4.0774,-1.432,2.5562,-1.0133,2.9952,2.4989,-6.1774,5.6003,3.43,6.0741,0.389,-2.0438,9.0646
0.0055,2.5389,2.8178,-1.0126,1.8855,-0.6404,2.528,0.9703,-5.4296,5.775,2.9182,5.5761,1.1926,-0.3088,8.94
0.3978,1.9134,1.5245,-0.9805,1.4271,-0.6036,2.2315,-0.7345,-5.0806,5.525,2.0857,4.7759,2.2851,1.4611,8.3677
0.355,1.778,0.0706,-0.5085,0.9911,-0.3452,2.0135,-2.6822,-4.0332,5.3702,1.2422,3.9953,2.6215,3.8463,7.4683
0.1016,1.0212,-1.8073,-0.1042,0.4446,-0.2534,2.1669,-4.8898,-3.287,5.4162,0.9876,3.1376,3.4467,5.3488,7.186
0.0529,0.2946,-4.1579,0.1829,-0.5329,0.1961,2.1338,-6.8423,-2.3284,4.8355,-0.3124,2.5003,4.449,6.8479,5.9871
0.2417,-0.1615,-6.0375,0.4439,-1.7787,-0.0022,1.7227,-8.1285,-0.892,4.3307,-2.1046,1.6814,5.0951,8.6706,5.3695
-0.0626,-1.4527,-7.3982,0.6981,-2.8046,0.3501,0.6586,-9.668,0.5325,3.1501,-3.4022,0.2535,5.5437,9.8391,3.2699
