x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
0.1278,0.7894,1.6777,0.1956,0.3684,0.1975,-0.3653,1.5581,-0.6698,0.1075,0.7569,0.6711,-0.6713,-2.4341,-0.2167
-0.1188,0.6556,1.5648,-0.1186,0.4914,0.2984,-0.1395,1.954,-0.6098,0.3773,1.1969,0.7628,-0.1533,-2.1088,0.0271
-0.1044,0.7378,2.0481,-0.1859,0.4857,0.8253,0.1019,1.4084,-1.3829,0.7529,1.1066,1.1302,-0.1979,-2.0074,0.2102
-0.0432,0.6817,1.6396,-0.0806,0.458,0.623,0.3167,1.1775,-1.7445,1.0089,0.8991,1.2165,-0.0733,-1.4299,0.6264
-0.0858,0.7092,1.0057,-0.2994,0.3243,-0.0841,0.291,1.0129,-1.2554,1.0764,0.5601,0.7292,0.0501,-0.7466,1.411
-0.2141,0.5647,1.2024,0.1274,0.2745,-0.1883,0.2743,0.6947,-1.0487,1.0708,0.7208,0.5542,0.1163,-0.4474,1.3651
-0.1571,0.5418,1.0595,0.0395,0.024,0.1691,0.0553,0.064,-1.0888,0.8573,0.7422,1.0185,0.077,-0.285,1.5669
-0.417,0.7415,0.9421,0.0886,0.125,0.6613,0.0509,-0.637,-1.3791,1.3798,0.6804,0.9378,0.3153,-0.0025,1.6042
-0.3851,0.673,-0.3918,0.2502,-0.3915,0.8937,-0.0311,-0.9785,-1.3445,1.0442,0.2266,0.8308,0.4935,0.6557,1.6635
-0.1195,0.4276,-1.1377,0.4752,-0.6463,0.6725,-0.0884,-1.0238,-0.7203,0.5495,-0.2971,0.6318,0.354,1.1519,1.0711
-0.3179,0.3669,-0.9602,0.9094,-0.7321,0.6542,-0.0297,-1.0569,-0.023,0.4866,-0.496,-0.3782,0.5569,1.5031,0.7013
-0.3235,0.1895,-1.1777,0.8504,-0.6815,0.862,-0.0804,-1.1904,0.1111,0.2016,-0.3517,-0.2696,0.8368,1.2428,0.4673
-0.3782,0.0739,-1.203,0.669,-0.7748,0.7321,-0.147,-1.6809,0.4337,0.2359,-0.3605,-0.5071,0.8081,1.4954,-0.1525
-0.2183,0.0028,-1.3738,0.6398,-0.556,0.2977,-0.3794,-1.4072,0.9583,-0.2286,-0.7893,-0.3955,0.8025,1.1328,-0.5591
-0.2105,-0.3981,-1.1767,0.4332,-0.5697,0.2502,-0.3232,-1.1669,0.7651,-0.1148,-1.0735,-0.6366,0.5066,0.9747,-0.5136
-0.0173,-0.3444,-0.543,0.6061,-0.6224,0.2619,-0.1694,-0.9883,0.9322,0.1349,-0.9894,-0.6661,0.4884,1.0036,-0.3906
0.0368,-0.4301,-0.497,0.6703,-0.7233,-0.0835,-0.1376,-0.1801,0.8693,0.1763,-0.2516,-0.8695,0.6529,0.5571,-0.2758
-0.1276,-0.1697,-0.3898,0.7966,-0.7456,-0.1803,-0.3804,0.2381,0.8031,0.0439,-0.1482,-1.2397,0.5802,0.1034,-0.3682
-0.3216,-0.0136,0.0816,0.5107,-0.8615,-0.3335,-0.2052,0.2935,0.7463,-0.3393,-0.116,-0.9947,0.121,-0.2713,-0.2759
-0.1175,-0.0065,0.4544,0.3176,-0.757,0.1136,-0.1343,0.4176,0.4083,-0.4853,0.2318,-1.1386,0.0036,-0.1973,-0.4084
-0.1455,0.3112,0.4457,0.3968,-0.4552,0.4916,-0.3552,0.1328,0.1759,-0.4768,0.2098,-0.3982,0.2001,-0.1872,-0.1888
-0.0011,0.2015,0.8217,0.606,-0.4026,0.3221,-0.3059,0.1118,-0.1766,-0.2358,0.595,-0.2089,0.0459,-0.3045,-0.3961
-0.2002,0.4127,0.4609,0.5638,-0.1263,0.2859,-0.1443,-0.1547,-0.3452,0.2156,0.5623,-0.0975,-0.0197,-0.1636,-0.1905
-0.0863,0.5271,0.2688,0.5536,-0.1675,0.3002,-0.2401,-0.2133,-0.3347,0.5232,0.5806,0.0277,-0.2267,-0.0862,0.2963
-0.1995,0.6354,0.2738,0.2501,-0.5535,1.6119,-0.295,-0.751,-0.4686,0.5534,0.517,0.059,0.2011,-0.0387,0.4136
-0.1314,0.6793,-0.2923,0.1505,-0.638,0.7194,-0.2898,-1.2119,-0.5618,0.1071,0.1795,0.1453,0.4325,0.4229,0.2738
-0.424,0.3144,-0.5261,0.4285,-0.4505,0.3326,-0.2401,-1.1421,0.2144,0.0949,-0.049,0.0614,0.4552,1.0215,-0.096
-0.3695,0.2387,-0.8093,0.5883,-0.4786,0.5559,-0.4118,-1.5098,0.0957,0.2089,0.0083,-0.3617,0.6862,0.9829,-0.1694
-0.3954,-0.0257,-0.9634,0.6547,-0.6212,0.5418,-0.4599,-1.576,0.2677,0.2858,-0.1406,-0.2224,1.0731,0.9653,-0.0027
-0.5832,0.253,-1.0666,0.9496,-0.8083,0.6154,-0.3425,-1.5207,0.7638,0.1807,-0.4727,-0.3369,0.4597,1.0231,-0.2136
-0.6487,-0.0181,-0.9477,0.7541,-0.8082,0.8826,-0.3181,-1.533,0.5551,0.1046,-0.5731,-0.6781,0.4765,0.6972,-0.0509
-0.7603,0.3538,-0.7594,0.3813,-0.7009,0.6457,-0.4445,-1.7027,0.6423,-0.066,-0.8799,-0.7244,0.456,0.8999,-0.3142
-0.8118,0.0561,-0.8118,0.4458,-0.7989,0.4482,-0.3033,-1.0504,0.6116,-0.1336,-0.6526,-0.8799,0.3805,1.0858,-0.8294
-0.7334,0.0696,-0.7026,0.7087,-0.8811,0.721,-0.0265,-0.9212,0.5449,-0.5297,-0.8267,-0.8371,0.5021,0.5418,-1.0435
-0.6861,-0.0064,-0.8543,0.7253,-0.9766,0.5961,-0.1168,-1.0517,0.3354,-0.431,-0.4736,-1.0763,0.4237,0.3535,-0.9926
-0.2495,-0.3916,-0.4313,0.2789,-0.9923,-0.0021,-0.219,-0.507,0.8003,-1.0278,-0.3259,-0.7105,0.4846,0.3213,-0.8739
-0.3551,0.1677,-0.0714,0.3125,-0.5506,0.018,-0.426,-0.1665,0.723,-0.4384,-0.8041,-0.2983,0.3453,0.28,-1.0315
-0.3687,0.3453,0.126,-0.0465,-0.5474,0.2973,-0.3401,-0.0368,0.3301,-0.4344,-0.4262,-0.8224,-0.0966,-0.0527,-0.4122
-0.1771,0.6247,0.0676,-0.1295,-0.6594,0.1528,-0.0659,0.0463,0.172,-0.58,-0.3611,-0.755,-0.3002,0.1869,-0.4564
0.0663,0.8416,0.6627,0.1742,-0.2574,0.1053,-0.1307,0.3344,0.4104,-0.3507,-0.1474,-0.5606,-0.5179,0.3307,-0.6951
-0.3129,0.6393,0.5029,0.566,-0.0655,0.3393,-0.0331,0.2567,-0.289,0.0674,-0.3464,-0.5285,-0.4128,-0.1595,-0.3726
-0.3726,0.3393,0.5918,0.1635,-0.1838,0.1278,0.0863,0.6084,0.1014,-0.1983,0.2707,-0.7125,-0.1495,-0.2731,-0.1965
-0.5999,0.5915,0.8577,0.2763,0.0402,0.6206,0.1939,0.327,-0.2975,0.0284,0.6045,-0.1256,-0.1085,-0.5034,0.2992
-0.5075,0.5037,0.5429,0.4599,-0.1595,0.725,0.2243,0.3135,-0.5667,-0.2727,0.6533,0.2842,0.0181,-0.5756,1.1035
-0.6935,0.9069,0.7654,-0.216,0.0323,0.561,0.5472,0.1752,-0.6805,0.0058,0.3127,0.2526,-0.0614,-0.6638,0.622
-0.5211,0.463,0.4131,-0.3579,-0.0408,0.5432,0.2403,0.3459,-0.7959,0.1054,-0.2997,0.3432,0.1062,-0.5493,0.8704
-0.2252,0.2863,0.4421,-0.0685,-0.1978,0.0948,0.091,0.7194,-0.4732,0.1865,-0.2605,0.1747,-0.1072,-0.046,0.2929
-0.2618,0.4577,0.6711,0.1146,-0.1135,0.2618,0.217,0.7169,-0.1381,0.0292,0.4542,0.3025,-0.2284,-0.2498,0.5683
-0.3403,0.7832,0.9508,0.4114,-0.2613,0.5229,0.1672,0.1119,-0.7024,-0.2549,0.5166,0.5241,-0.2057,-0.258,0.7703
-0.4492,0.8785,0.3405,-0.119,0.0046,0.4824,0.1826,-0.0986,-0.8783,-0.061,0.1647,0.8754,0.1299,0.0304,0.852
-0.1298,0.8691,0.2326,0.1425,-0.1858,0.1738,0.2168,-0.3604,-0.7381,0.1195,-0.101,0.7131,-0.029,0.313,0.6686
-0.2076,0.7528,-0.0186,0.1745,-0.0256,0.2448,-0.1121,-0.0586,-0.1035,-0.0694,-0.0064,-0.0169,-0.0688,0.4792,0.1464
-0.2623,0.6063,-0.0562,-0.1557,-0.152,0.5184,-0.0568,-0.4175,-0.4187,-0.0526,-0.2277,0.1883,0.0333,0.1191,0.1975
-0.3143,0.3458,-0.0286,-0.1174,-0.1313,0.7286,-0.0109,-0.3792,-0.4135,0.1123,-0.5026,-0.2507,0.2004,0.1918,0.07
-1.037,0.4161,-0.5212,-0.0901,-0.1811,1.0471,0.1328,-0.2126,0.2045,-0.0265,-0.4604,-0.9614,0.0517,0.0749,-0.0091
