x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
0.239,-0.2677,2.0932,0.0978,0.9569,0.1549,1.0346,3.314,0.805,-1.3864,0.8512,-0.7846,-1.7253,-2.9842,-2.2239
0.1908,0.0058,2.4546,-0.2479,1.2629,0.0159,0.8211,3.7239,0.0236,-0.7298,1.1406,-0.2296,-1.5386,-3.6037,-1.1269
0.2373,0.3908,2.9299,-0.4195,1.5453,0.0983,0.9682,3.9616,-0.4938,-0.3419,1.48,0.2216,-1.1857,-3.6611,-0.159
0.1216,0.6758,3.1747,-0.4388,1.6451,0.2435,0.7415,3.7219,-1.4563,0.3533,1.5944,0.8945,-1.1843,-3.7035,0.6911
0.1193,0.6718,3.2742,-0.226,1.7418,0.1845,0.4689,3.175,-1.5918,0.586,2.0625,1.0511,-1.0872,-3.3434,1.1336
-0.2041,0.9122,2.807,-0.6074,1.4912,0.3595,0.546,2.7975,-1.7848,0.7789,2.0424,1.5514,-1.191,-2.7332,1.5503
-0.2263,0.5128,2.0623,-0.5639,1.4399,-0.1824,0.664,2.525,-1.5549,0.8866,1.7829,1.7471,-0.938,-2.2763,2.04
-0.255,0.1851,1.2497,-0.6757,1.3843,0.3307,0.6949,2.0068,-1.7917,0.9119,1.272,2.6529,-0.4626,-1.3696,2.1474
-0.2929,0.2521,1.1149,-0.7792,1.0587,0.2711,0.9331,0.6963,-1.4756,1.1026,0.6082,1.9918,-0.1274,-1.3991,1.9758
-0.2164,0.0416,0.1302,-0.502,1.0035,0.2629,1.5865,0.6002,-1.0363,1.6836,0.4474,1.5723,0.3837,0.0604,2.1696
-0.3996,-0.022,-0.291,-0.4015,0.7381,0.5607,1.2556,-0.693,-1.1221,1.8593,0.2074,1.1125,0.9555,1.0563,2.3954
-0.4731,-0.2988,-1.502,-0.3185,0.4814,0.5989,1.1594,-1.1637,-1.0449,1.5797,-0.2989,0.9171,1.1412,1.7701,1.986
-0.3375,-0.3883,-1.7382,-0.1657,0.2495,0.4797,1.6103,-1.5613,-0.176,1.443,-0.7037,0.4756,1.278,2.1426,1.6252
-0.286,-0.4902,-2.262,-0.021,0.159,0.5718,0.9823,-1.8874,0.4236,1.2229,-1.0234,-0.1992,1.8191,2.1055,0.6507
-0.2478,-0.6948,-2.716,0.1126,-0.2492,0.6009,0.732,-2.3301,0.5908,0.5988,-1.593,-0.7665,1.8512,1.8975,0.2543
-0.21,-0.9057,-2.804,0.0662,-0.7524,0.155,0.4858,-1.8403,1.6329,0.1002,-1.6718,-1.0031,1.5827,2.3789,0.0066
0.0611,-1.0321,-2.7057,-0.1472,-0.6511,-0.2659,0.3812,-1.6548,1.6946,-0.3273,-1.8865,-1.2393,1.4577,2.1249,-0.6375
0.0645,-1.2913,-2.1894,0.1107,-0.5998,-0.234,-0.1502,-1.3485,1.4548,-0.3243,-1.7947,-1.9527,1.1586,1.7545,-1.1323
0.2559,-1.0231,-1.6618,0.6022,-0.4005,-0.1347,-0.1448,-0.9335,1.7376,-0.5177,-1.419,-1.836,0.6747,1.7166,-1.4188
