x0,x1,x2,x3,x4
-0.7651,-0.3286,0.8398,0.4009,-0.1782
-0.325,-0.3209,1.1525,-0.005,-0.058
-0.0011,-0.3614,1.5522,0.4777,-0.1139
-0.2218,-0.3668,1.2231,0.4672,-0.6413
-0.455,-0.3122,1.286,0.267,-0.496
0.0032,-0.2665,1.0534,-0.0288,-0.6296
0.253,-0.2938,0.6727,-0.3112,-0.6776
0.4423,0.0661,-0.0469,-0.2679,-0.2472
0.4681,0.0967,-0.4622,-0.3281,-0.0211
0.3394,0.243,-0.101,-0.2894,0.4245
0.4413,0.3607,0.0056,-0.3532,0.5564
0.5184,0.6642,0.137,-0.3332,0.8556
0.5942,0.403,0.2301,-0.4621,0.5677
1.1101,0.3744,-0.2114,-0.6001,0.4746
1.0379,0.5371,-0.2419,-0.3876,0.3395
0.9968,0.4757,-0.1019,-0.187,0.027
0.9917,0.0935,-0.462,-0.3045,0.1053
0.8871,0.0798,-0.7436,-0.0988,0.2716
0.5348,0.0946,-0.632,-0.131,0.8101
0.3519,0.2067,-0.5209,-0.1054,1.22
0.6092,0.4758,-0.5309,-0.1573,0.8304
0.5293,0.3994,-0.4191,-0.2703,0.7252
0.6093,-0.29,-0.239,-0.2232,0.4627
0.5275,-0.0515,-0.3069,-0.2055,0.2498
0.5074,-0.1993,-0.5492,-0.2332,0.1494
0.542,-0.179,-0.4104,-0.0718,0.4297
0.3977,-0.233,-0.1109,-0.0915,0.3758
0.6241,-0.1218,0.2924,-0.2193,0.4223
0.1688,0.153,0.5271,0.0394,0.668
0.4499,0.5006,0.1518,0.1378,-0.1513
-0.1286,0.5847,0.4426,0.4034,-0.2862
0.0325,-0.1076,0.5465,0.7187,0.3372
-0.1328,-0.0656,0.8519,0.5596,-0.0179
-0.1092,-0.3902,1.2148,0.4222,-0.295
0.2152,-0.3421,1.1969,0.6534,-1.6279
0.3496,-0.2727,1.8689,0.3885,-1.141
0.463,-0.3069,1.2054,0.4308,-1.7195
0.6385,-0.1213,0.8749,0.2315,-0.9511
0.258,-0.3704,0.9608,0.6165,-0.8604
0.5167,-0.0194,0.6568,0.3505,-0.4007
0.547,0.0741,0.1887,0.3164,-0.5064
0.6606,0.1697,0.2543,0.0561,-0.2477
0.6066,0.2589,-0.015,0.416,-0.4472
0.4262,0.2316,0.4878,0.2303,-0.3332
0.2418,0.3836,0.331,0.5391,-0.1488
0.247,-0.1388,0.7888,0.5616,-0.0703
0.4626,-0.2214,0.7612,0.3256,-0.1283
0.3643,-0.1436,1.0828,0.3388,-0.0903
0.2618,-0.0112,0.5794,0.3366,-0.3891
0.601,0.0911,0.8256,0.1958,-0.1143
0.521,0.3605,0.6397,0.1942,-0.3817
0.5898,0.1488,0.7508,0.245,-0.5152
0.6102,0.1017,0.6439,0.1927,-0.1841
0.4615,-0.2898,0.7438,0.1993,0.0547
0.8788,-0.2559,1.4353,0.1012,0.0444
0.976,-0.0419,0.8161,0.4735,-0.1082
0.8288,-0.312,1.1522,-0.0156,0.2147
0.455,-0.4463,0.9643,0.263,0.172
0.0535,-0.1837,0.6737,0.1401,-0.0542
0.642,-0.1017,0.4402,0.3021,0.0502
1.0001,0.1154,-0.1756,0.0614,0.1974
0.889,0.3078,0.034,-0.1208,0.3891
1.5947,0.4334,-0.3594,-0.3317,0.3151
1.5804,0.8371,-1.1844,0.0406,0.706
1.1382,0.5807,-0.6042,-0.0316,1.1082
1.569,0.5779,-0.74,0.0635,0.6825
1.1552,0.7515,-0.5557,-0.0298,1.6982
0.7259,0.7815,-0.3285,0.3271,1.2683
0.6233,0.8482,-0.0622,0.184,1.0473
0.4978,1.013,0.0405,0.4069,0.8963
0.7844,0.7933,-0.0269,0.3431,0.2526
0.2019,0.4977,0.3501,0.4218,0.2182
0.7909,0.8777,0.2933,0.3156,0.2605
0.1816,0.4478,0.2014,0.5481,0.2558
0.5835,0.2596,0.5876,0.173,0.1624
0.4403,0.384,0.6359,0.2313,0.1514
0.652,0.3123,0.2522,0.1613,0.1244
0.5345,0.7274,0.6561,0.0499,0.5169
0.9883,0.2478,0.4994,0.163,0.3033
0.4038,0.1788,0.4623,0.0707,0.5976
0.0284,0.2336,0.2285,0.2672,0.4715
0.1712,0.2335,0.4386,0.3784,0.7453
-0.0637,0.0854,0.6095,0.3221,0.5258
0.4595,0.2821,0.7758,0.4885,0.3398
0.3756,0.1533,1.1815,0.4708,0.1539
0.2756,0.1299,1.6033,0.1206,0.14
-0.212,0.2857,1.5637,0.1771,-0.1877
0.473,0.2165,0.7884,-0.0508,-0.2093
0.6174,0.3818,0.5427,0.0002,-0.0829
0.4377,0.374,0.6261,0.2337,0.1356
0.2283,0.2805,0.821,0.1132,0.4306
1.1067,-0.0155,0.6615,-0.3206,0.4039
1.1703,0.2783,0.2601,-0.3644,0.563
1.0812,0.7539,0.224,-0.1484,0.5284
0.9621,0.9037,0.2773,-0.1632,0.5584
0.8033,0.7181,0.2225,0.2835,0.2936
1.133,0.319,-0.3127,0.1494,0.391
1.0871,0.5479,-0.2882,-0.2573,0.4904
1.1202,0.6923,-0.015,-0.1711,0.7517
0.9078,0.6795,-0.0057,-0.0033,0.3076
0.7852,0.7733,0.0484,0.2698,0.1721
0.6778,0.4,0.4525,0.2566,0.3038
0.8346,0.3324,0.5415,0.1992,0.423
0.5688,0.338,0.9187,0.4177,0.3781
0.4037,0.3906,0.8054,1.1406,0.0586
0.5713,0.2203,1.6779,0.6597,0.15
0.8207,0.4524,1.7555,0.2855,-0.2646
1.1365,0.7058,1.2724,0.2425,-0.4593
0.3238,1.052,1.2499,0.5822,-0.1361
0.6715,0.5567,1.2453,0.6584,-0.2625
0.9163,0.5932,0.926,0.5115,-0.4194
1.2473,0.6473,0.4222,0.6101,-0.2948
1.4234,0.4243,0.0701,0.1618,-0.2387
1.1276,0.6191,0.4032,0.1737,0.032
0.9281,0.7747,0.7698,0.3027,0.4162
0.7403,0.5664,0.6071,0.6466,0.2063
0.9827,0.5605,0.3119,0.4816,-0.0887
0.5486,0.4465,0.8447,0.7333,-0.221
0.2111,0.3658,1.1147,0.8214,-0.9163
0.473,0.4411,0.9911,0.665,-0.7821
0.2031,0.3424,1.7836,1.1339,-0.8219
0.4321,0.0384,1.5187,0.3863,-0.9356
0.7124,0.2623,1.4012,0.4214,-1.1084
0.8428,0.1726,1.5338,0.4696,-0.823
1.0435,0.091,1.3506,0.5475,-0.5298
1.2289,-0.1048,1.1941,0.4439,-0.264
0.8345,0.2449,0.8751,0.5171,-0.3584
0.7461,1.0556,1.0775,0.5271,-0.5033
0.8348,1.2836,1.2458,0.7848,-0.6761
0.7047,1.0777,1.3817,0.6825,-0.2219
0.7893,1.3643,1.3104,0.6008,-0.2562
0.9374,0.7932,1.1119,0.574,-0.4807
1.2918,0.772,1.5994,0.4518,-0.4611
1.2145,0.8216,1.2695,0.4578,-0.4315
1.3118,0.6733,1.3261,0.5224,-0.4824
1.2862,0.5333,1.3314,0.4437,-0.1514
1.2598,0.2781,1.3799,0.4004,-0.177
1.294,0.0967,1.3915,0.5147,-0.2937
1.3625,0.3537,1.2921,0.5468,-0.1489
1.1926,0.679,2.9518,0.7102,0.156
1.1609,0.532,2.2425,0.5871,-0.5765
0.6818,0.6613,2.1633,1.0982,-1.1409
0.9251,0.4291,1.6984,0.9186,-0.9382
0.8658,0.6414,1.7075,0.8717,-0.4544
1.5972,0.3579,1.4486,0.7145,-0.5876
1.3996,0.6799,1.4633,0.6777,-0.2252
1.5797,0.9552,0.8913,0.4995,-0.2763
1.8618,1.0077,2.1886,0.9384,0.1897
