x0,x1,x2,x3,x4
-0.1328,0.2725,0.2002,-0.1969,-0.265
-0.4922,0.2637,-0.0851,-0.0464,-0.1405
-0.7351,0.1499,0.337,0.0805,-0.2015
-0.5214,-0.0998,0.1783,-0.2188,-0.0656
-0.3747,0.1847,-0.0011,-0.2601,-0.2993
-0.2486,0.3258,-0.1991,-0.1569,-0.1615
-0.218,0.066,-0.1623,-0.1118,-0.1526
-0.3227,0.0645,0.1559,-0.1287,-0.168
-0.3709,-0.0127,0.1556,-0.0196,-0.3167
-0.2804,-0.1071,0.0117,-0.1512,-0.0768
0.1249,0.1796,0.0557,-0.6105,-0.2883
0.8514,0.3044,-0.6461,-0.5147,-0.1362
0.4043,0.5546,-0.7419,-0.4115,0.0361
0.3799,0.5921,-0.6728,-0.3577,-0.0832
-0.1797,0.4757,-0.608,-0.4981,0.2334
-0.2193,0.4477,-0.7569,-0.3737,0.412
-0.1472,0.459,-0.6763,-0.324,0.2014
0.14,0.207,-0.7771,-0.22,0.3932
-0.2189,0.0509,-0.7073,-0.2466,0.3736
-0.4334,0.3085,-0.6452,-0.1396,0.2871
-0.2744,0.1841,-0.7258,-0.1393,0.2293
-0.146,0.0452,-0.5771,-0.169,0.2589
0.0462,-0.0345,-0.4432,-0.3885,0.0828
-0.113,-0.0671,-0.3172,-0.2061,0.0353
0.059,0.2334,-0.6271,-0.3897,0.0251
0.327,0.2695,-0.7973,-0.5032,0.0294
0.1313,0.3443,-0.7167,-0.2586,0.1785
0.085,0.4369,-0.6341,-0.2693,0.2895
0.1359,0.6082,-0.6261,-0.3595,0.1998
-0.0445,0.4634,-0.8134,-0.3608,0.3342
0.409,0.3437,-1.3867,-0.6165,0.2945
0.3294,0.5659,-1.2772,-0.5896,0.2953
-0.2053,0.408,-1.3382,-0.5223,0.5562
-0.1756,0.5088,-1.2156,-0.3976,0.5881
-0.5616,0.5561,-1.1407,-0.0697,0.6148
-0.3072,0.4683,-0.5881,-0.2529,0.5654
-0.2195,0.4544,-0.698,-0.2438,0.4502
-0.482,0.3157,-0.6486,-0.1946,0.3229
-0.5706,0.3931,-0.5727,-0.2416,0.4195
-0.4621,0.4101,-0.9157,-0.2636,0.1638
-0.2266,0.592,-0.916,-0.4505,0.2604
-0.5937,0.7709,-1.0128,-0.0454,0.2864
-0.2632,0.6799,-0.8893,-0.1172,0.298
-0.0035,0.5067,-0.6317,-0.4408,0.2294
0.046,0.6222,-0.7466,-0.3696,0.0487
0.0863,0.6276,-0.9322,-0.4221,0.208
0.0311,0.6138,-0.8574,-0.2191,0.0164
0.0147,0.619,-0.7118,-0.0442,-0.0272
0.1114,0.5504,-0.5919,-0.0024,-0.0522
0.0549,0.6565,-1.1593,-0.1281,-0.1117
-0.1062,1.0987,-0.5644,-0.1402,0.1677
-0.2484,1.1887,-0.677,0.028,0.0483
-0.3087,1.0654,-0.6605,0.1046,0.025
-0.1235,0.8341,-0.3735,-0.0321,0.0086
-0.5137,0.7784,-0.2397,0.1006,-0.1991
0.0948,0.5931,-0.4026,0.3874,-0.2614
0.4312,0.5764,-1.5175,-0.0308,-0.3422
0.4107,1.3805,-1.1672,-0.1217,0.0352
-0.0996,1.079,-1.0236,-0.0009,0.0944
-0.1177,0.9303,-0.5893,0.0429,0.0729
-0.1412,0.6636,-0.1089,0.5399,-0.0932
-0.3184,0.4717,-0.2799,0.4246,-0.4506
