x0,x1,x2,x3,x4
-0.351,0.1112,-0.2505,-0.049,-0.55
-0.5814,-0.3183,-0.1846,-0.1202,-0.3954
-0.5264,-0.3634,-0.0019,-0.0298,0.2946
-0.3655,-0.6855,0.3077,0.679,0.3922
-0.3171,-0.5641,0.5346,0.156,0.0529
0.0228,-0.4476,0.2228,-0.7809,-0.254
0.1263,-0.049,-0.1223,-0.5753,-0.3148
0.2407,0.2283,-0.3003,-0.0112,0.0692
0.3199,-0.0162,-0.3397,-0.4141,0.0164
-0.0252,0.5266,-0.281,-0.2576,-0.076
0.0146,0.3304,-0.5008,-0.1981,-0.0522
-0.3016,0.2443,-0.1443,-0.1352,-0.0395
0.1611,0.1473,-0.1746,-0.2962,0.0332
-0.2124,0.5813,-0.2132,-0.1404,-0.0694
-0.2215,0.5859,-0.5999,0.0332,0.7068
-0.4753,0.107,-0.4651,-0.2435,0.3932
-0.2033,0.1488,-0.7612,-0.5128,0.179
-0.4744,0.0885,-0.5687,-0.4757,0.2642
-0.1222,0.2848,-0.4561,-0.3415,0.2188
-0.5315,0.0827,-0.4297,-0.2423,0.4277
-0.4565,-0.0197,-0.8992,-0.0132,0.2979
-0.6843,0.2038,-0.1403,-0.2623,0.2627
-0.9866,0.3962,0.0055,-0.2048,-0.112
-1.1157,-0.0973,0.1723,-0.2146,0.0458
-0.7526,0.4761,-0.0419,-0.4131,-0.2381
-0.7681,0.253,-0.2224,-0.372,-0.3453
-0.5864,0.2178,-1.4875,-0.4108,-0.3294
-0.271,-0.0027,-1.4707,-0.33,0.2809
-0.0002,0.075,-1.2002,-0.3939,0.2667
-0.2553,0.0907,-1.3137,-0.1858,0.2791
0.1019,-0.2146,-0.7601,-0.4426,0.318
0.2658,-0.0973,-0.918,-0.4552,0.0392
-0.4409,0.1293,-1.1435,-0.3158,1.0599
-0.5087,0.3337,-0.9721,-0.3162,0.6425
-0.2925,0.4507,-0.4522,-0.2565,0.4046
-0.3299,0.2022,-0.2222,-0.1047,0.1942
0.017,-0.1409,-0.1846,-0.17,-0.3098
0.0926,0.0877,-0.4646,-0.3156,-0.1576
0.0225,-0.0809,-0.2337,-0.4221,-0.0975
0.141,-0.1219,-0.3434,-0.3899,-0.1257
-0.2402,-0.2946,-0.2505,-0.4328,-0.3476
-0.0118,-0.2281,-0.7294,-0.4795,-0.111
0.2415,0.0768,-0.7738,-0.0825,0.1286
1.1446,0.0634,-0.628,-0.5237,0.1888
0.8122,0.1243,-0.9751,-0.5734,0.1085
0.3071,1.1473,-1.0268,-0.5448,0.3815
0.583,1.0195,-0.9186,-0.415,0.282
-0.2522,0.1554,-0.6179,-0.3026,-0.0553
-0.1372,0.052,-0.8751,-0.4221,0.1284
-0.2812,-0.0501,-0.7736,-0.4374,0.123
-0.3842,-0.2953,-0.665,-0.208,0.0719
0.1029,0.0158,-0.6044,-0.228,0.0545
-0.1903,0.2649,-0.4844,-0.3135,0.1699
-0.1545,0.4021,-0.7668,-0.3635,0.2053
0.0135,0.1197,-0.8826,-0.8657,-0.0577
0.091,0.2088,-1.0882,-0.4763,0.1235
0.2121,0.6946,-1.2782,-0.594,0.1216
-0.2692,0.5578,-0.7743,-0.083,0.277
-0.2172,0.5076,-0.8069,-0.2394,0.1155
-0.0336,0.4464,-0.7162,-0.3408,-0.3067
-0.4534,0.4556,-0.8329,-0.3137,-0.3777
-0.5734,0.569,-0.6798,-0.3237,-0.0777
-0.2507,0.0776,-0.0974,-0.3329,-0.1462
-0.1645,0.1501,-0.295,-0.2203,-0.2497
-0.1066,0.1169,-0.5978,-0.0283,-0.6286
-0.2554,0.2713,-0.4574,-0.0878,-0.4144
-0.4781,0.3471,-0.8531,-0.0604,-0.7165
0.4851,0.2258,-0.7207,-0.402,-0.548
0.5292,-0.0114,-1.0816,-0.3701,-0.8584
0.0543,0.4773,-0.8793,-0.1664,-0.3192
-0.5562,0.4465,-0.8296,-0.1668,-0.3356
-0.7397,0.1354,-0.8102,0.0695,-0.2491
-0.7408,-0.057,-0.4653,0.0122,-0.6574
-0.6949,-0.1929,-0.4484,-0.0505,-0.7056
-0.6358,-0.0439,-0.6991,0.2522,-0.4484
-1.7037,-0.2328,-0.2906,0.4916,-0.868
-1.784,-0.889,-0.0072,0.3742,-0.8472
-1.4872,-0.9115,0.0174,0.2305,-0.8678
-1.1935,-0.8659,1.3223,0.1294,-1.0003
-0.7412,-1.0878,0.5095,-0.0908,-1.499
-1.0868,-0.6873,0.1264,-0.1028,-1.5281
-2.0374,-0.4571,0.0948,0.1904,-1.2455
-1.6914,-0.159,-0.0283,0.4499,-1.172
-1.4929,-0.4084,-0.0738,0.2762,-0.959
-1.283,-0.2639,-0.2349,-0.0491,-0.8611
-1.1684,-0.2417,-0.3087,-0.104,-0.6806
-0.4796,-0.332,-0.7952,-0.1314,-0.8039
-0.2113,-0.2954,-1.1378,-0.2711,-0.2824
-0.3257,-0.1452,-1.5824,-0.1549,-0.453
-0.3458,-0.3337,-1.5641,-0.1642,-0.2753
-0.1803,-0.0376,-1.501,-0.1168,-0.0006
-0.2272,0.0026,-2.1662,-0.2483,-0.2359
