x0,x1,x2,x3,x4
0.0544,-0.0385,-0.3592,0.6304,0.354
0.0625,0.0036,-0.0854,0.5574,0.5879
-0.0729,0.0074,0.0089,0.4372,0.3567
-0.0207,0.1138,-0.0006,-0.2736,0.0395
0.2216,0.1862,-0.5022,-0.016,-0.0896
0.3144,0.2498,-0.6092,0.1688,0.1604
0.0032,0.2831,-0.5891,0.3188,0.3241
-0.1336,0.175,-0.3779,0.0544,0.3753
-0.1454,0.1396,-0.431,0.4095,0.3832
-0.3195,-0.2128,-0.4444,-0.3012,0.5106
-0.0916,0.1804,-0.7057,-0.0897,0.4155
0.0646,-0.1239,-0.7812,-0.1706,0.5568
0.1325,-0.2835,-0.9029,-0.0012,0.2754
0.1965,-0.295,-0.7297,0.0532,0.2772
0.0474,-0.171,-0.5111,0.1166,0.4142
0.096,-0.4085,-0.3507,-0.0805,0.2222
0.4136,-0.4525,-0.5635,-0.2109,0.0853
0.2855,-0.142,-0.6933,-0.4893,0.2735
0.2445,-0.1745,-0.8525,-0.4126,0.1638
0.2486,0.0529,-0.9407,0.0167,0.8723
0.0364,-0.1386,-0.7167,0.0972,0.5799
-0.0361,-0.204,-0.5495,-0.0723,0.5318
-0.0847,-0.2134,-0.4721,-0.0178,0.5264
-0.1383,-0.3024,-0.6676,-0.0632,0.2088
-0.091,-0.2358,-0.663,0.5658,0.2833
-0.104,-0.1034,-0.2464,0.1225,0.3229
0.0207,-0.1666,-0.2884,0.0664,0.4121
-0.0306,-0.3543,-0.3933,0.2878,0.2254
0.1793,-0.6595,-0.6126,0.0639,0.3168
0.0316,-0.3642,-0.6393,0.6917,0.2383
-0.247,-0.7125,0.0093,0.3251,0.2853
-0.1887,-0.8863,-0.1822,0.105,0.0832
-0.3966,-0.8359,-0.1587,0.3196,-0.0398
-0.3227,-0.5942,-0.156,0.3028,-0.0814
-0.3015,-1.0476,-0.0205,-0.0672,0.0775
-0.2132,-0.7403,-0.2273,-0.5114,0.0822
-0.102,-0.5051,-0.7583,-0.6075,-0.0663
0.1228,-0.5992,-0.888,-0.1692,0.0882
-0.1548,-0.4617,-0.5931,-0.1058,0.1916
-0.025,-0.7051,-0.6232,-0.1027,0.1273
-0.148,-0.7487,-0.5726,-0.0554,0.1102
-0.1311,-0.7476,-0.3786,0.0976,-0.1411
-0.2651,-0.6082,-0.4184,0.1713,-0.2388
-0.4893,-0.8135,-0.0899,0.2588,-0.3973
-0.2936,-0.6514,-0.1371,0.3636,-0.2429
-0.2274,-0.7311,-0.1814,0.1828,-0.1982
-0.1569,-0.7121,-0.3053,-0.078,-0.4702
0.0252,-0.7647,-0.4383,0.1448,-0.2298
-0.171,-1.2348,-0.2291,0.2242,0.1852
-0.3346,-1.5749,-0.275,0.2333,0.199
-0.1547,-1.1069,-0.1725,-0.3957,0.1692
-0.1538,-0.643,-0.4224,-0.2772,0.1629
-0.3652,-0.3808,-0.6368,0.2118,0.0908
-0.3755,-0.3181,-0.4734,-0.0397,0.3167
-0.2244,-0.5536,-0.4149,-0.124,-0.1026
-0.0695,-0.5978,-0.3557,0.107,-0.1438
-0.0636,-0.3511,-0.432,-0.3157,0.0815
-0.1729,-0.0377,-0.4294,0.0687,0.0294
-0.2149,-0.3533,-0.2388,0.0658,-0.1301
0.0525,-0.4649,-0.3145,1.3844,-0.0353
-0.3699,-0.6344,0.2733,0.5398,0.1271
-0.412,-0.6035,0.4834,0.0912,-0.6243
-0.2084,-0.0317,0.1808,-0.151,-1.4981
-0.1948,-0.2082,-0.0196,0.1439,-1.0278
-0.2808,-0.3817,0.315,0.0419,-0.7418
-0.0828,-0.3565,-0.0685,-0.6272,-0.5023
0.1282,-0.4625,-0.5741,-0.3228,-0.4964
0.443,-0.1168,-0.6944,-0.5319,-0.225
0.4601,-0.0398,-0.8807,-0.4512,0.2486
0.4287,-0.4252,-0.851,-0.3608,0.3755
0.518,-0.3934,-0.8491,-0.569,0.3267
0.5232,0.1774,-0.9253,-0.4167,0.3234
0.149,0.1174,-1.002,-0.3591,0.5187
0.2203,0.0118,-0.7323,-0.5032,0.4041
-0.0266,0.1632,-0.4986,-0.3787,0.406
0.0678,0.1918,0.0077,-0.4381,0.2921
0.0391,-0.3563,-0.2293,-0.5673,-0.1108
0.6406,-0.2646,-0.3448,-0.7524,-0.0761
0.709,-0.2393,-0.3723,-0.7284,0.0651
0.4936,-0.2718,-0.5175,-0.3349,0.0532
0.1024,-0.311,-0.6604,-0.5496,0.0634
-0.2691,-0.0415,-0.8839,-0.5828,0.3474
0.068,-0.3209,-0.7124,-0.5506,0.4197
0.0566,-0.1886,-0.9157,-0.5903,0.1079
-0.0313,-0.1526,-0.9419,-0.3493,0.4308
-0.0322,-0.0423,-0.9141,-0.6392,-0.0568
-0.1434,-0.2182,-0.8387,-0.5847,0.144
0.0428,-0.2003,-0.7973,-0.1893,0.283
-0.0863,-0.3013,-0.5209,-0.3631,0.3534
-0.0231,-0.3879,-0.3764,-0.682,0.1926
0.1529,-0.0152,-0.7161,-0.8629,0.1461
-0.1464,0.0375,-0.6887,-0.916,-0.6047
0.0936,0.2243,-0.8175,-0.6111,0.0814
0.0112,-0.02,-0.693,-0.7808,0.4162
-0.047,-0.1246,-0.8565,-0.7903,0.5388
-0.2881,0.0982,-0.7556,-0.4835,0.3749
-0.0031,0.1195,-0.6586,-0.4429,0.2298
-0.008,0.2226,-0.6412,-0.4774,0.3859
0.0261,0.2872,-0.867,-0.4102,0.1177
-0.1148,-0.4262,-0.8047,-0.7095,0.0388
-0.1558,-0.1202,-0.8466,-0.5441,0.0004
-0.3705,-0.0193,-0.8236,-1.0398,0.0678
-0.1777,0.4436,-1.0629,-0.3766,-0.1173
-0.2772,0.0818,-0.8426,-1.3468,-0.0073
0.0021,0.5155,-1.3355,-0.6221,0.1962
-0.1978,0.7165,-1.0034,-0.8087,0.2024
-0.3685,0.2133,-1.0193,-0.3022,0.0638
-0.2919,-0.0948,-0.7959,-0.3613,-0.0405
-0.1364,-0.6167,-0.8998,-0.561,0.083
-0.3133,-0.4876,-0.6001,-0.2091,-0.0463
-0.3323,-0.3846,-0.4349,-0.4569,-0.132
-0.5336,-0.211,0.0295,-0.5858,-0.3999
-0.5172,-0.0363,-0.2332,-0.027,-0.2616
-0.7885,-0.2432,0.2027,-0.4649,-0.3596
-0.4041,-0.4318,-0.0923,-0.6426,-0.3936
-0.593,-0.3182,-0.3855,-0.2414,-0.3807
-0.5622,-0.5923,-0.3353,-0.6164,-0.2104
-0.5928,0.0262,-0.204,-0.8595,0.0817
-0.3697,0.3421,-0.4163,-0.8501,-0.0277
-0.1647,0.6024,-0.7357,-0.8321,0.1789
-0.1585,0.4666,-0.9493,-0.868,0.2724
-0.067,0.4963,-0.7768,-0.855,0.5301
-0.18,0.4475,-0.7737,-0.664,0.4309
-0.3299,0.3417,-0.5137,-1.3859,0.375
-0.3584,0.6968,-0.8505,-0.6568,0.2415
-0.5116,0.4565,-0.5839,-0.7497,0.3464
-0.1408,0.3822,0.2531,-0.6518,0.3292
0.104,0.1366,-0.2291,-0.6639,-0.128
-0.1285,0.0256,-0.5251,-0.394,0.0237
-0.2005,-0.0652,-0.5111,-0.4877,-0.1643
-0.4045,0.0764,-0.5934,-0.7265,-0.1733
-0.2393,0.2492,-0.5006,-1.2271,-0.3031
0.0773,0.3123,-0.7289,-1.1186,-0.0265
0.3041,0.3895,-0.8755,-0.9766,-0.0906
0.3415,0.4541,-0.8847,-0.8903,0.1719
0.1165,0.4946,-0.9278,-0.4672,0.4591
-0.3664,0.4666,-0.7291,-0.4383,0.702
-0.2544,0.3305,-0.6573,-0.3822,0.4769
-0.5266,0.1516,-0.5787,-0.4681,0.3008
-0.7894,-0.3059,-0.5497,-0.3806,0.1006
-0.4924,-0.0947,-0.6419,-0.2237,0.0219
-0.7336,-0.014,-0.3212,0.0412,0.2647
-0.8393,-0.183,-0.1079,-0.6864,0.0365
-1.0114,0.0594,-0.3467,-0.5944,-0.0599
-0.7476,0.2227,-0.2324,-0.3214,0.3968
-0.5551,0.361,-0.2895,-0.5689,0.343
-0.5105,0.7625,-0.447,-0.9356,0.2226
-0.4533,0.7269,-0.6425,-0.7101,0.1637
-0.4627,0.6764,-0.701,-1.0755,0.2205
-0.4374,0.6583,-0.8802,-1.3172,0.353
-0.3393,0.745,-1.1707,-0.8938,0.3012
-0.6221,0.7192,-1.0721,-0.6114,0.5892
-0.7082,0.514,-1.1285,-0.7622,0.283
-0.6946,0.7848,-0.7379,0.2263,0.3367
-1.0771,0.4079,-0.4563,-0.1127,0.2258
-1.2091,0.3423,-0.344,-0.3037,0.0205
-1.1162,0.5357,-0.8383,-0.991,-0.2603
-0.8894,0.5985,-0.903,-0.8118,0.0435
-0.6761,0.951,-0.9452,-0.6695,0.0006
