x0,x1,x2,x3,x4
0.4063,-0.2224,-0.1155,-0.1994,-0.1251
0.3233,-0.0466,-0.5117,-0.0068,-0.3528
0.7647,0.3959,-0.6105,0.562,0.2182
0.29,0.229,-0.3623,0.3239,0.2606
0.1686,0.2169,-0.2129,0.4164,0.1614
0.1168,0.2943,-0.0964,0.4003,-0.0763
0.2256,0.3695,-0.0971,0.3561,-0.0971
0.5422,0.4915,-0.4675,0.4078,0.148
0.5784,0.3314,-0.3085,0.0619,0.1112
0.4613,0.3345,-0.3554,0.1377,-0.036
0.2534,0.2545,-0.6649,-0.0754,-0.1757
-0.0615,0.3826,-0.612,0.2266,-0.0385
0.0778,0.3067,-0.468,0.1222,-0.0423
0.3109,0.2325,-0.7271,0.617,-0.0069
0.2204,0.1364,-0.9057,0.5829,-0.0365
0.1553,-0.1764,-0.6943,0.4849,-0.0774
0.1087,0.1193,-0.5432,0.4643,0.0041
0.1256,0.063,-0.3025,0.7523,0.1167
-0.3057,0.1671,0.079,1.0204,-0.1399
-0.2757,-0.1086,0.6334,1.0107,-0.6635
-0.126,0.0447,0.4514,1.2721,-0.8531
-0.367,-0.1501,0.7488,1.1617,-1.0282
-0.2998,-0.4456,0.7991,0.8175,-1.2345
-0.2012,-0.1866,0.4908,1.5736,-0.7326
-0.1471,-0.4778,0.6824,1.1146,-0.866
0.0888,-0.5028,0.6137,0.9206,-0.6698
-0.0147,-0.183,0.2413,0.5572,-0.7175
-0.0243,-0.4546,0.1583,1.2935,-0.9044
0.0924,-0.4291,0.0272,0.9702,-0.8034
0.2967,-0.1826,-0.0192,1.0936,-0.6498
0.1993,-0.4107,0.0679,0.7768,-0.7382
0.4118,-0.4738,0.0852,0.7613,-0.5648
0.4265,-0.3715,-0.0736,0.7134,-0.7496
0.432,-0.4308,-0.0395,0.8434,-0.6013
0.1997,-0.1649,0.3665,0.7606,-0.6701
0.1485,0.1406,0.2763,0.714,-0.7787
0.1322,0.43,0.1638,0.9147,-1.0652
-0.1136,0.208,0.1268,0.8537,-0.7715
0.2592,-0.3178,0.2061,0.8797,-0.7348
0.4088,-0.1437,0.3219,0.7651,-0.6589
0.4094,-0.4283,0.2557,0.9459,-0.8758
0.1074,-0.5092,0.451,0.8302,-0.7106
0.3993,-0.2069,0.235,0.8682,-0.7052
0.2309,-0.4005,0.0367,1.0411,-0.7436
0.2908,-0.2234,0.2004,0.9376,-0.3714
0.2383,-0.4497,0.4475,0.8171,-0.5707
0.3042,-0.6008,0.1389,0.8947,-0.3347
0.0274,-0.5936,0.0969,0.6238,-0.5355
0.2636,-0.4751,-0.0407,0.0085,-0.6551
0.5009,-0.2555,-0.4198,0.4155,-0.5585
