x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
0.334,-0.0158,1.4271,-0.1536,0.3749,-0.7113,-0.3173,2.0367,0.4465,-0.3623,0.2988,-0.6732,-0.8488,-1.0184,-1.4984
0.3716,0.0439,2.0836,-0.3611,0.6607,-0.4035,-0.3878,1.5133,-0.1544,-0.6053,0.6825,-0.6073,-0.7061,-1.4033,-1.1125
0.2458,0.2614,1.8486,-0.2708,0.5746,-0.2485,-0.2289,1.7041,-0.7904,-0.3159,1.0175,-0.2638,-0.8548,-1.9815,-0.756
0.4898,0.3545,2.4528,-0.4721,0.7923,-0.5763,-0.5084,1.2945,-0.9583,-0.0618,1.3732,0.2356,-0.631,-1.8096,-0.2197
0.2023,0.4638,1.6662,-0.4004,0.9534,-0.4756,-0.2597,1.3361,-0.7526,0.2414,1.2156,0.8944,-0.7939,-1.6425,0.0917
-0.0591,0.2685,1.2737,-0.4389,0.8935,-0.0821,-0.3103,1.0589,-1.1654,0.5439,1.0063,0.9989,-0.5921,-1.258,0.6683
0.1438,0.2952,1.3564,-0.7237,0.7184,-0.2106,-0.1229,0.8555,-0.7724,0.5591,0.9363,0.543,-0.4613,-1.0739,0.2861
0.1664,0.3684,0.7882,-0.4848,0.4995,-0.3125,-0.0766,0.6193,-0.9329,0.9679,0.7109,0.2311,-0.2784,-0.5107,0.7593
0.1225,0.2465,0.6989,0.1092,0.2861,-0.4821,-0.2177,0.1046,-0.8127,0.2975,0.8616,0.551,-0.2913,-1.0476,1.1068
0.1709,0.232,0.1177,-0.2398,0.3457,-0.6048,-0.1073,0.0417,-0.8455,0.235,0.674,0.6343,-0.2171,-0.4111,0.5409
0.4008,0.2383,-0.1674,-0.1999,-0.0622,-0.4389,-0.2489,-0.1328,-0.6981,-0.1273,0.2929,0.2492,-0.0288,-0.3745,0.3954
0.0719,-0.1831,-0.1834,-0.2747,-0.1271,-0.4591,-0.2988,0.1197,0.0535,-0.3992,0.067,0.0947,-0.2526,-0.2495,0.1305
0.2986,-0.2973,-0.2328,-0.4362,0.0815,-0.3966,-0.0932,0.2028,-0.0693,-0.064,0.0021,0.1875,-0.2585,-0.481,-0.232
0.0184,-0.1138,0.1448,-0.1559,-0.0162,-0.6186,-0.2823,0.6242,0.4299,0.3148,0.3008,-0.0685,-0.4566,-0.4637,-0.4032
0.1757,0.0036,0.215,-0.2627,0.1047,-0.6634,0.2909,0.6646,-0.1649,-0.1536,0.0191,-0.0056,-0.3922,-0.6196,-0.8371
0.2756,-0.1669,0.5076,-0.136,0.2247,-0.5254,-0.1617,0.6344,-0.8771,0.0221,0.3221,0.1056,-0.1317,-1.2994,-0.4787
