x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
0.5937,0.129,0.1349,-0.1149,0.235,-0.3771,-0.1003,-0.1834,-0.0937,-0.517,-0.0823,0.4535,0.1508,-0.2063,-0.8513
0.3309,-0.1868,0.2485,-0.1829,0.2174,0.0025,0.0582,0.5335,0.4926,-0.5549,-0.0825,0.383,-0.191,-0.2297,-0.621
0.3574,-0.3502,0.8064,0.0622,0.1828,0.098,0.3185,0.4741,-0.0175,-0.4343,0.1386,0.3576,-0.1978,-0.3546,-0.2412
0.2614,-0.2851,0.7879,0.1608,0.0507,-0.0602,0.402,0.0822,-0.4356,-0.3134,0.4744,0.081,-0.0546,-0.1871,-0.1482
0.2676,0.102,0.6236,-0.0527,-0.0434,-0.2149,0.3515,0.5777,-0.4088,-0.0811,0.3282,0.3881,-0.0921,-0.3474,0.0429
0.3072,0.3873,0.9865,-0.048,0.0135,0.1492,0.4356,0.5277,-0.4517,-0.1927,0.3236,0.4574,-0.1688,-0.6457,0.2977
0.3913,0.134,1.105,-0.2731,-0.1215,0.3804,0.3132,0.55,-0.4878,-0.3593,0.2977,0.8078,-0.2662,-0.6707,0.0527
0.4796,0.5632,1.2627,-0.5078,0.4233,-0.0652,0.2961,1.3338,-0.4997,-0.2595,0.3177,1.1854,-0.3093,-0.4388,0.1501
0.2328,0.0401,1.5167,-0.3042,0.2494,0.0098,0.6216,1.0253,-1.112,-0.3701,0.308,0.9821,-0.0553,-0.6426,0.074
0.0999,-0.0972,1.4578,-0.3887,0.4078,0.0211,0.3834,1.3287,-0.9072,0.0418,0.3299,1.1061,-0.1771,-0.5733,0.1504
0.0088,0.2352,1.52,-0.3712,0.255,0.1316,0.3918,0.8115,-1.3266,0.039,0.3437,0.7519,0.061,-0.6107,0.1498
0.3812,0.0506,1.3799,-0.4154,0.1143,-0.1292,0.745,0.6853,-1.0504,-0.0629,0.3779,0.4762,-0.0437,-0.4982,0.1449
0.0939,-0.0865,1.3216,-0.2532,0.5188,-0.325,0.6997,0.925,-0.6962,0.0683,0.6371,0.8603,0.0702,-0.404,0.1294
0.3747,-0.1189,1.3871,-0.2411,0.6859,-0.0955,0.7412,0.9331,-0.698,0.2156,0.5185,0.915,0.138,-0.4905,0.9996
0.3202,0.0579,1.4602,-0.2863,0.3228,-0.1727,0.6813,0.7914,-0.3421,0.583,0.5526,0.7045,0.2457,-0.4859,1.7878
0.26,-0.284,1.4533,-0.1625,0.3229,0.2146,0.9234,0.3346,-0.9114,0.4506,0.6594,1.1344,0.3142,-0.7392,1.4082
0.4763,-0.2022,1.3022,-0.1222,0.2702,-0.1699,0.9081,-0.0704,-1.437,0.6602,0.5577,1.2255,0.3435,-0.5598,1.3611
0.265,-0.5078,0.9165,-0.0017,0.3908,-0.0036,0.7277,-0.4968,-1.5614,1.2423,0.1963,1.2227,0.4408,0.0494,1.1544
0.2662,-0.221,0.4495,0.0809,0.1529,0.0107,0.6766,-0.8898,-1.2302,1.132,-0.018,0.7729,0.6539,0.439,1.0549
0.3828,0.0475,0.0639,-0.1104,0.0463,-0.0679,0.5123,-1.305,-1.0771,0.8058,-0.2149,0.6519,0.8609,0.7704,1.122
0.2179,-0.4437,-0.6281,0.0069,-0.0879,0.1864,0.6492,-1.2311,-0.5691,0.4123,-0.5511,0.2246,0.7622,1.2272,0.7987
0.2386,-0.4195,-0.7444,-0.034,0.0349,-0.076,0.4963,-1.4196,-0.2138,-0.0215,-0.611,0.6323,0.8684,1.1232,0.6424
